"chr","start","end","Level"
"chr3",77870000,77980000,3
"chr3",78140000,78250000,3
"chr3",78280000,78390000,3
"chr3",78980000,79080000,3
"chr3",79130000,79240000,3
"chr3",79470000,79570000,3
"chr3",80290000,80400000,3
"chr3",80390000,80500000,3
"chr3",80860000,80960000,3
"chr3",81420000,81530000,3
"chr3",81650000,81760000,3
"chr3",81810000,81910000,3
"chr3",81980000,82090000,3
"chr3",83200000,83300000,3
"chr3",83390000,83500000,3
"chr3",83730000,83830000,3
"chr3",84290000,84390000,3
"chr3",85000000,85100000,3
"chr3",85740000,85840000,3
"chr3",86290000,86400000,3
"chr3",87420000,87520000,3
"chr3",88080000,88180000,3
"chr3",88170000,88280000,3
"chr3",88270000,88370000,3
"chr3",88420000,88520000,3
"chr3",89300000,89400000,3
"chr3",89740000,89850000,3
"chr3",90270000,90370000,3
"chr3",90620000,90720000,3
"chr3",90710000,90810000,3
"chr3",90800000,90910000,3
"chr3",90960000,91060000,3
"chr3",91130000,91240000,3
"chr3",91760000,91870000,3
"chr3",92350000,92450000,3
"chr3",92620000,92720000,3
"chr3",93290000,93400000,3
"chr3",93390000,93490000,3
"chr3",93940000,94050000,3
"chr3",94480000,94580000,3
"chr3",94570000,94680000,3
"chr3",94720000,94820000,3
"chr3",94870000,94970000,3
"chr3",95130000,95230000,3
"chr3",95220000,95330000,3
"chr3",95680000,95780000,3
"chr3",95820000,95920000,3
"chr3",95910000,96020000,3
"chr3",96330000,96440000,3
"chr3",97280000,97390000,3
"chr3",97790000,97900000,3
"chr3",98300000,98400000,3
"chr3",98910000,99010000,3
"chr3",99580000,99690000,3
"chr3",99680000,99790000,3
"chr3",100010000,100110000,3
"chr3",100480000,100590000,3
"chr3",100640000,100750000,3
"chr3",101130000,101240000,3
"chr3",101280000,101390000,3
"chr3",101490000,101590000,3
"chr3",101620000,101730000,3
"chr3",102270000,102380000,3
"chr3",103050000,103150000,3
"chr3",103200000,103310000,3
"chr3",103540000,103640000,3
"chr3",103710000,103820000,3
"chr3",105890000,106000000,3
"chr3",106180000,106280000,3
"chr3",106440000,106540000,3
"chr3",107140000,107240000,3
"chr3",107780000,107880000,3
"chr3",108450000,108550000,3
"chr3",108660000,108760000,3
"chr3",108750000,108850000,3
"chr3",108990000,109100000,3
"chr3",109090000,109190000,3
"chr3",109540000,109640000,3
"chr3",109760000,109860000,3
"chr3",109880000,109980000,3
"chr3",111340000,111440000,3
"chr3",111440000,111540000,3
"chr3",111980000,112080000,3
"chr3",112310000,112410000,3
"chr3",112710000,112820000,3
"chr3",112810000,112910000,3
"chr3",112900000,113000000,3
"chr3",112990000,113090000,3
"chr3",113460000,113560000,3
"chr3",114030000,114140000,3
"chr3",114470000,114580000,3
"chr3",114740000,114840000,3
"chr3",115420000,115520000,3
"chr3",115990000,116090000,3
"chr3",116280000,116380000,3
"chr3",116370000,116470000,3
"chr3",116610000,116710000,3
"chr3",118180000,118280000,3
"chr3",118320000,118420000,3
"chr3",119340000,119440000,3
"chr3",119600000,119700000,3
"chr3",120130000,120240000,3
"chr3",120720000,120820000,3
"chr3",120990000,121100000,3
"chr3",121120000,121220000,3
"chr3",122570000,122670000,3
"chr3",122710000,122810000,3
"chr3",123220000,123330000,3
"chr3",123500000,123600000,3
"chr3",123760000,123860000,3
"chr3",124150000,124250000,3
"chr3",124320000,124430000,3
"chr3",124860000,124960000,3
"chr3",125100000,125200000,3
"chr3",125550000,125660000,3
"chr3",125780000,125880000,3
"chr3",126340000,126450000,3
"chr3",126820000,126920000,3
"chr3",127780000,127890000,3
"chr3",128190000,128290000,3
"chr3",128420000,128520000,3
"chr3",128700000,128810000,3
"chr3",128800000,128900000,3
"chr3",128890000,128990000,3
"chr3",129210000,129320000,3
"chr3",129360000,129460000,3
"chr3",129630000,129740000,3
"chr3",129730000,129830000,3
"chr3",129930000,130030000,3
"chr3",130020000,130120000,3
"chr3",131130000,131230000,3
"chr3",131400000,131500000,3
"chr3",132260000,132370000,3
"chr3",132360000,132460000,3
"chr3",132680000,132780000,3
"chr3",133300000,133410000,3
"chr3",133690000,133790000,3
"chr3",133780000,133880000,3
"chr3",134060000,134170000,3
"chr3",134770000,134880000,3
"chr3",135380000,135480000,3
"chr3",135610000,135710000,3
"chr3",135700000,135800000,3
"chr3",135970000,136070000,3
"chr3",136260000,136370000,3
"chr3",136850000,136950000,3
"chr3",138850000,138950000,3
"chr3",139230000,139340000,3
"chr3",139620000,139730000,3
"chr3",140010000,140110000,3
"chr3",140220000,140330000,3
"chr3",140490000,140600000,3
"chr3",141080000,141190000,3
"chr3",141440000,141550000,3
"chr3",141690000,141790000,3
"chr3",142050000,142160000,3
"chr3",142560000,142670000,3
"chr3",142980000,143080000,3
"chr3",143190000,143290000,3
"chr3",143640000,143740000,3
"chr3",144010000,144120000,3
"chr3",144340000,144450000,3
"chr3",144820000,144930000,3
"chr3",147270000,147380000,3
"chr3",147690000,147790000,3
"chr3",148630000,148740000,3
"chr3",149190000,149300000,3
"chr3",149370000,149470000,3
"chr3",149650000,149750000,3
"chr3",149800000,149900000,3
"chr3",150030000,150140000,3
"chr3",150260000,150360000,3
"chr3",150570000,150670000,3
"chr3",151130000,151230000,3
"chr3",151930000,152030000,3
"chr3",152090000,152200000,3
"chr3",152470000,152570000,3
"chr3",153150000,153250000,3
"chr3",154250000,154360000,3
"chr3",154680000,154780000,3
"chr3",155060000,155160000,3
"chr3",155470000,155570000,3
"chr3",155560000,155660000,3
"chr3",156170000,156270000,3
"chr3",156450000,156560000,3
"chr3",156950000,157050000,3
"chr3",157660000,157760000,3
"chr3",157750000,157850000,3
"chr3",157900000,158000000,3
"chr3",159090000,159190000,3
"chr3",159290000,159400000,3
"chr3",160230000,160330000,3
"chr3",160530000,160630000,3
"chr3",161420000,161520000,3
"chr3",162990000,163100000,3
"chr3",164030000,164130000,3
"chr3",164870000,164970000,3
"chr3",164960000,165060000,3
"chr3",165180000,165280000,3
"chr3",165270000,165380000,3
"chr3",166040000,166150000,3
"chr3",166140000,166270000,3
"chr3",166540000,166640000,3
"chr3",166760000,166860000,3
"chr3",166850000,166950000,3
"chr3",167090000,167190000,3
"chr3",167230000,167340000,3
"chr3",167750000,167860000,3
"chr3",167850000,167950000,3
"chr3",168370000,168480000,3
"chr3",168830000,168940000,3
"chr3",169140000,169250000,3
"chr3",169420000,169520000,3
"chr3",169510000,169610000,3
"chr3",170320000,170420000,3
"chr3",170970000,171070000,3
"chr3",171180000,171290000,3
"chr3",171570000,171670000,3
"chr3",172100000,172200000,3
"chr3",172350000,172450000,3
"chr3",172780000,172890000,3
"chr3",172880000,172980000,3
"chr3",174090000,174190000,3
"chr3",174240000,174350000,3
"chr3",174340000,174440000,3
"chr3",174490000,174590000,3
"chr3",174710000,174810000,3
"chr3",174880000,174980000,3
"chr3",175040000,175150000,3
"chr3",175670000,175780000,3
"chr3",176730000,176830000,3
"chr3",177060000,177170000,3
"chr3",177420000,177520000,3
"chr3",177590000,177700000,3
"chr3",178040000,178140000,3
"chr3",178270000,178380000,3
"chr3",178370000,178470000,3
"chr3",178460000,178560000,3
"chr3",180150000,180250000,3
"chr3",180240000,180350000,3
"chr3",180870000,180970000,3
"chr3",180960000,181060000,3
"chr3",181170000,181280000,3
"chr3",181740000,181840000,3
"chr3",181970000,182070000,3
"chr3",183190000,183300000,3
"chr3",183910000,184010000,3
"chr3",184180000,184290000,3
"chr3",184640000,184740000,3
"chr3",185570000,185670000,3
"chr3",185660000,185760000,3
"chr3",185750000,185850000,3
"chr3",186130000,186230000,3
"chr3",186220000,186320000,3
"chr3",186770000,186870000,3
"chr3",188140000,188240000,3
"chr3",188430000,188540000,3
"chr3",189860000,190190000,3
"chr3",190240000,190360000,3
"chr3",190350000,190490000,3
"chr3",190480000,190700000,3
"chr3",190950000,191050000,3
