"chr","start","end","Level"
"chr3",39480000,39580000,3
"chr3",39950000,40060000,3
"chr3",41760000,41860000,3
"chr3",42080000,42180000,3
"chr3",42320000,42420000,3
"chr3",42550000,42650000,3
"chr3",42910000,43010000,3
"chr3",43130000,43230000,3
"chr3",43220000,43330000,3
"chr3",43390000,43490000,3
"chr3",44250000,44350000,3
"chr3",44490000,44590000,3
"chr3",44640000,44750000,3
"chr3",45990000,46100000,3
"chr3",49970000,50070000,3
"chr3",50550000,50650000,3
"chr3",51100000,51200000,3
"chr3",51500000,51600000,3
"chr3",51710000,51820000,3
"chr3",52770000,52880000,3
"chr3",52870000,52970000,3
"chr3",53100000,53210000,3
"chr3",53200000,53310000,3
"chr3",54200000,54320000,3
"chr3",54310000,54450000,3
"chr3",54620000,54730000,3
"chr3",54990000,55090000,3
"chr3",55200000,55300000,3
"chr3",55290000,55400000,3
"chr3",55560000,55670000,3
"chr3",55710000,55810000,3
"chr3",56110000,56220000,3
"chr3",56730000,56840000,3
"chr3",57090000,57200000,3
"chr3",57190000,57300000,3
"chr3",57430000,57530000,3
"chr3",57680000,57780000,3
"chr3",57770000,57880000,3
"chr3",58030000,58130000,3
"chr3",58800000,58910000,3
"chr3",58960000,59060000,3
"chr3",59110000,59210000,3
"chr3",59240000,59350000,3
"chr3",59460000,59560000,3
"chr3",59550000,59650000,3
"chr3",59980000,60090000,3
"chr3",60250000,60350000,3
"chr3",60340000,60450000,3
"chr3",61260000,61360000,3
"chr3",61520000,61620000,3
"chr3",61780000,61890000,3
"chr3",61880000,61980000,3
"chr3",62730000,62830000,3
"chr3",62820000,62920000,3
"chr3",62990000,63100000,3
"chr3",63170000,63280000,3
"chr3",63940000,64040000,3
"chr3",64220000,64320000,3
"chr3",64690000,64790000,3
"chr3",64920000,65030000,3
"chr3",65130000,65230000,3
"chr3",66080000,66190000,3
"chr3",66520000,66620000,3
"chr3",67040000,67140000,3
"chr3",67250000,67350000,3
"chr3",68180000,68280000,3
"chr3",68710000,68860000,3
"chr3",70650000,70760000,3
"chr3",71070000,71170000,3
"chr3",71440000,71540000,3
"chr3",72110000,72220000,3
"chr3",72380000,72480000,3
"chr3",72540000,72650000,3
"chr3",72640000,72750000,3
"chr3",73850000,73950000,3
"chr3",74350000,74460000,3
"chr3",74530000,74640000,3
"chr3",74630000,74740000,3
"chr3",75020000,75120000,3
"chr3",76240000,76340000,3
"chr3",76440000,76540000,3
"chr3",76990000,77090000,3
"chr3",77220000,77330000,3
"chr3",77580000,77680000,3
"chr3",77840000,77950000,3
"chr3",77940000,78040000,3
"chr3",78180000,78290000,3
"chr3",78340000,78440000,3
"chr3",78720000,78820000,3
"chr3",79160000,79260000,3
"chr3",79290000,79390000,3
"chr3",79380000,79480000,3
"chr3",79680000,79780000,3
"chr3",79850000,79950000,3
"chr3",80020000,80120000,3
"chr3",81050000,81160000,3
"chr3",82450000,82550000,3
"chr3",83130000,83230000,3
"chr3",83530000,83640000,3
"chr3",83890000,84000000,3
"chr3",84410000,84520000,3
"chr3",85120000,85230000,3
"chr3",85350000,85450000,3
"chr3",85650000,85760000,3
"chr3",86710000,86820000,3
"chr3",86970000,87070000,3
"chr3",87690000,87790000,3
"chr3",88240000,88350000,3
"chr3",88860000,88960000,3
"chr3",89300000,89400000,3
"chr3",89690000,89790000,3
"chr3",90580000,90690000,3
"chr3",90680000,90790000,3
"chr3",91680000,91790000,3
"chr3",92150000,92250000,3
"chr3",92500000,92610000,3
"chr3",92750000,92860000,3
"chr3",93270000,93370000,3
"chr3",93360000,93460000,3
"chr3",94340000,94440000,3
"chr3",94790000,94900000,3
"chr3",94890000,94990000,3
"chr3",94980000,95080000,3
"chr3",95440000,95550000,3
"chr3",96010000,96110000,3
"chr3",96100000,96210000,3
"chr3",97940000,98040000,3
"chr3",98270000,98380000,3
"chr3",98870000,98970000,3
"chr3",99220000,99330000,3
"chr3",99320000,99420000,3
"chr3",100350000,100460000,3
"chr3",100650000,100760000,3
"chr3",101000000,101110000,3
"chr3",101380000,101490000,3
"chr3",101830000,101930000,3
"chr3",101920000,102020000,3
"chr3",102210000,102310000,3
"chr3",102370000,102480000,3
"chr3",102470000,102580000,3
"chr3",102750000,102860000,3
"chr3",103350000,103460000,3
"chr3",103450000,103550000,3
"chr3",104750000,104860000,3
"chr3",105700000,105810000,3
"chr3",105800000,105910000,3
"chr3",106910000,107020000,3
"chr3",107870000,107970000,3
"chr3",108810000,108910000,3
"chr3",109030000,109130000,3
"chr3",109120000,109220000,3
"chr3",111160000,111260000,3
"chr3",111490000,111600000,3
"chr3",111880000,111990000,3
"chr3",112030000,112130000,3
"chr3",112330000,112430000,3
"chr3",112420000,112530000,3
"chr3",112520000,112620000,3
"chr3",112670000,112770000,3
"chr3",112760000,112860000,3
"chr3",112850000,112950000,3
"chr3",113640000,113740000,3
"chr3",113860000,113960000,3
"chr3",114790000,114890000,3
"chr3",117140000,117250000,3
"chr3",117940000,118040000,3
"chr3",118030000,118130000,3
"chr3",118120000,118220000,3
"chr3",118320000,118420000,3
"chr3",118440000,118540000,3
"chr3",118670000,118770000,3
"chr3",118780000,118890000,3
"chr3",118880000,118980000,3
"chr3",119700000,119810000,3
"chr3",119980000,120090000,3
"chr3",120160000,120270000,3
"chr3",120400000,120510000,3
"chr3",120690000,120790000,3
"chr3",121190000,121300000,3
"chr3",121510000,121650000,3
"chr3",121640000,121770000,3
"chr3",121760000,121860000,3
"chr3",121850000,121960000,3
"chr3",122020000,122130000,3
"chr3",122760000,122870000,3
"chr3",123270000,123370000,3
"chr3",123550000,123660000,3
"chr3",123650000,123750000,3
"chr3",124380000,124480000,3
"chr3",125420000,125520000,3
"chr3",126740000,126840000,3
"chr3",127230000,127330000,3
"chr3",127320000,127430000,3
"chr3",128430000,128530000,3
"chr3",128520000,128620000,3
"chr3",129180000,129280000,3
"chr3",129270000,129370000,3
"chr3",130070000,130180000,3
"chr3",130250000,130350000,3
"chr3",130340000,130460000,3
"chr3",130500000,130610000,3
"chr3",130660000,130760000,3
"chr3",131050000,131150000,3
"chr3",131310000,131410000,3
"chr3",131620000,131720000,3
"chr3",132000000,132110000,3
"chr3",132100000,132210000,3
"chr3",132200000,132310000,3
"chr3",132300000,132410000,3
"chr3",132710000,132810000,3
"chr3",132800000,132900000,3
"chr3",133630000,133740000,3
"chr3",134450000,134550000,3
"chr3",135550000,135660000,3
"chr3",135720000,135820000,3
"chr3",137000000,137100000,3
"chr3",137580000,137680000,3
"chr3",137980000,138080000,3
"chr3",138070000,138170000,3
"chr3",138350000,138460000,3
"chr3",138450000,138560000,3
"chr3",139150000,139260000,3
"chr3",139740000,139840000,3
"chr3",140210000,140330000,3
"chr3",140320000,140420000,3
"chr3",140550000,140650000,3
"chr3",140950000,141050000,3
"chr3",141390000,141500000,3
"chr3",141530000,141630000,3
"chr3",141620000,141720000,3
"chr3",142270000,142370000,3
"chr3",143120000,143220000,3
"chr3",143210000,143310000,3
"chr3",143350000,143450000,3
"chr3",143830000,143930000,3
"chr3",144260000,144360000,3
"chr3",144410000,144510000,3
"chr3",144500000,144610000,3
"chr3",145050000,145150000,3
"chr3",145470000,145580000,3
"chr3",145570000,145680000,3
"chr3",145820000,145920000,3
"chr3",146160000,146260000,3
"chr3",146540000,146650000,3
"chr3",146640000,146740000,3
"chr3",147510000,147620000,3
"chr3",147670000,147770000,3
"chr3",148110000,148220000,3
"chr3",148210000,148310000,3
"chr3",148680000,148780000,3
"chr3",149030000,149130000,3
"chr3",149120000,149220000,3
"chr3",149630000,149740000,3
"chr3",149730000,149840000,3
"chr3",149940000,150040000,3
"chr3",150550000,150660000,3
"chr3",151040000,151150000,3
"chr3",151810000,151920000,3
"chr3",152560000,152660000,3
"chr3",153240000,153350000,3
"chr3",153690000,153790000,3
"chr3",153840000,153940000,3
"chr3",153930000,154030000,3
"chr3",154440000,154540000,3
"chr3",154580000,154690000,3
"chr3",154740000,154850000,3
"chr3",154920000,155030000,3
"chr3",156380000,156490000,3
"chr3",156670000,156770000,3
"chr3",156760000,156870000,3
"chr3",156910000,157010000,3
"chr3",157000000,157110000,3
"chr3",157380000,157480000,3
"chr3",157730000,157840000,3
"chr3",158020000,158130000,3
"chr3",159300000,159410000,3
"chr3",159820000,159920000,3
"chr3",162030000,162130000,3
"chr3",162120000,162220000,3
"chr3",162210000,162310000,3
"chr3",162770000,162870000,3
"chr3",163650000,163760000,3
"chr3",164230000,164330000,3
"chr3",164560000,164660000,3
"chr3",165700000,165810000,3
"chr3",165880000,165980000,3
"chr3",166020000,166130000,3
"chr3",166120000,166220000,3
"chr3",166210000,166310000,3
"chr3",166800000,166910000,3
"chr3",166900000,167010000,3
"chr3",167000000,167100000,3
"chr3",167150000,167260000,3
"chr3",168190000,168290000,3
"chr3",168420000,168530000,3
"chr3",168520000,168630000,3
"chr3",169410000,169520000,3
"chr3",170070000,170180000,3
"chr3",170350000,170460000,3
"chr3",170710000,170820000,3
"chr3",170940000,171050000,3
"chr3",171170000,171280000,3
"chr3",171340000,171450000,3
"chr3",171620000,171720000,3
"chr3",171710000,171820000,3
"chr3",171970000,172070000,3
"chr3",172490000,172600000,3
"chr3",172840000,172960000,3
"chr3",173210000,173310000,3
"chr3",173740000,173850000,3
"chr3",173840000,173950000,3
"chr3",174010000,174120000,3
"chr3",174970000,175070000,3
"chr3",175130000,175230000,3
"chr3",176540000,176640000,3
"chr3",176630000,176730000,3
"chr3",176800000,176910000,3
"chr3",177700000,177800000,3
"chr3",177980000,178080000,3
"chr3",178370000,178470000,3
"chr3",179060000,179170000,3
"chr3",179160000,179270000,3
"chr3",179410000,179510000,3
"chr3",179760000,179920000,3
"chr3",179910000,180060000,3
"chr3",180120000,180220000,3
"chr3",180210000,180550000,3
"chr3",180540000,180710000,3
"chr3",180700000,180800000,3
