"chr","start","end","Level"
"chr3",165400000,165500000,3
"chr3",165490000,165590000,3
"chr3",165590000,165720000,3
"chr3",165850000,165950000,3
"chr3",165980000,166090000,3
"chr3",166250000,166350000,3
"chr3",166630000,166740000,3
"chr3",166810000,166920000,3
"chr3",167000000,167210000,3
"chr3",167200000,167300000,3
"chr3",167290000,167390000,3
"chr3",167790000,167890000,3
"chr3",167880000,167980000,3
"chr3",167970000,168080000,3
"chr3",168070000,168170000,3
"chr3",168600000,168710000,3
"chr3",168820000,168920000,3
"chr3",169110000,169210000,3
"chr3",170100000,170210000,3
"chr3",170200000,170300000,3
"chr3",171830000,171940000,3
"chr3",171930000,172030000,3
"chr3",172290000,172400000,3
"chr3",172780000,172880000,3
"chr3",172870000,172980000,3
"chr3",173040000,173140000,3
"chr3",173180000,173290000,3
"chr3",173330000,173430000,3
"chr3",173580000,173680000,3
"chr3",173800000,173900000,3
"chr3",174340000,174450000,3
"chr3",174750000,174850000,3
"chr3",175030000,175130000,3
"chr3",175120000,175220000,3
"chr3",175210000,175320000,3
"chr3",175310000,175410000,3
"chr3",175630000,175730000,3
"chr3",175720000,175830000,3
"chr3",176050000,176160000,3
"chr3",176330000,176440000,3
"chr3",177930000,178040000,3
"chr3",178200000,178300000,3
"chr3",179390000,179500000,3
"chr3",181500000,181610000,3
"chr3",182240000,182350000,3
"chr3",182340000,182450000,3
"chr3",182950000,183050000,3
"chr3",183900000,184010000,3
"chr3",184830000,184940000,3
"chr3",186000000,186100000,3
"chr3",186300000,186410000,3
"chr3",187770000,187870000,3
"chr3",188120000,188220000,3
"chr3",188210000,188320000,3
"chr3",188360000,188460000,3
"chr3",188610000,188720000,3
"chr3",188710000,188820000,3
"chr3",189160000,189260000,3
"chr3",189380000,189480000,3
"chr3",189860000,189970000,3
"chr3",191050000,191150000,3
"chr3",191250000,191360000,3
"chr3",191750000,191860000,3
"chr3",192670000,192780000,3
"chr3",192950000,193050000,3
"chr3",193170000,193270000,3
"chr3",193440000,193550000,3
"chr3",193860000,193970000,3
"chr3",194500000,194610000,3
"chr3",195620000,195720000,3
"chr3",196020000,196130000,3
"chr3",196180000,196290000,3
"chr3",196430000,196540000,3
"chr3",196940000,197050000,3
"chr3",197230000,197330000,3
"chr3",197520000,197630000,3
"chr3",197970000,198070000,3
"chr3",198380000,198490000,3
"chr3",198480000,198580000,3
"chr3",198570000,198680000,3
"chr3",199080000,199190000,3
"chr3",199690000,199800000,3
"chr3",200140000,200240000,3
"chr3",200230000,200340000,3
"chr3",200440000,200550000,3
"chr3",200540000,200640000,3
"chr3",200850000,200950000,3
"chr3",200990000,201090000,3
"chr3",201080000,201180000,3
"chr3",201350000,201460000,3
"chr3",201840000,201940000,3
"chr3",202230000,202330000,3
"chr3",204020000,204120000,3
"chr3",204110000,204210000,3
"chr3",204200000,204310000,3
"chr3",204520000,204620000,3
"chr3",204680000,204790000,3
"chr3",205830000,205930000,3
"chr3",206100000,206210000,3
"chr3",206540000,206640000,3
"chr3",207550000,207650000,3
"chr3",208030000,208140000,3
"chr3",208200000,208300000,3
"chr3",208960000,209060000,3
"chr3",209130000,209240000,3
"chr3",209230000,209340000,3
"chr3",209440000,209540000,3
"chr3",210190000,210300000,3
"chr3",210840000,210950000,3
"chr3",210940000,211040000,3
"chr3",211110000,211210000,3
"chr3",212020000,212120000,3
"chr3",212110000,212210000,3
"chr3",212920000,213020000,3
"chr3",214120000,214230000,3
"chr3",214490000,214600000,3
"chr3",214800000,214900000,3
"chr3",215240000,215350000,3
"chr3",216590000,216700000,3
"chr3",216690000,216800000,3
"chr3",216980000,217090000,3
"chr3",217080000,217180000,3
"chr3",217170000,217280000,3
"chr3",217270000,217380000,3
"chr3",218150000,218250000,3
"chr3",218420000,218530000,3
"chr3",218520000,218620000,3
"chr3",219430000,219530000,3
"chr3",219930000,220030000,3
"chr3",220160000,220270000,3
"chr3",220880000,220990000,3
"chr3",222130000,222240000,3
"chr3",222820000,222930000,3
"chr3",223190000,223340000,3
"chr3",223330000,223440000,3
"chr3",223570000,223670000,3
"chr3",224910000,225020000,3
"chr3",225780000,225880000,3
"chr3",226530000,226630000,3
"chr3",226880000,226990000,3
"chr3",226980000,227090000,3
"chr3",227080000,227180000,3
"chr3",227170000,227270000,3
"chr3",227260000,227370000,3
"chr3",227440000,227540000,3
"chr3",227690000,227790000,3
"chr3",229420000,229530000,3
"chr3",230220000,230320000,3
"chr3",230940000,231040000,3
"chr3",231180000,231290000,3
"chr3",231390000,231490000,3
"chr3",231590000,231690000,3
"chr3",231680000,231780000,3
"chr3",231770000,231870000,3
"chr3",231860000,231970000,3
"chr3",232380000,232480000,3
"chr3",233310000,233420000,3
"chr3",233480000,233580000,3
"chr3",233620000,233720000,3
"chr3",234160000,234270000,3
"chr3",234260000,234370000,3
"chr3",234880000,234980000,3
"chr3",235660000,235760000,3
"chr3",235860000,235960000,3
"chr3",236420000,236520000,3
"chr3",236670000,236770000,3
"chr3",237090000,237190000,3
"chr3",237480000,237580000,3
"chr3",237980000,238090000,3
"chr3",238490000,238590000,3
"chr3",239510000,239610000,3
"chr3",239660000,239770000,3
"chr3",239940000,240050000,3
"chr3",240190000,240290000,3
"chr3",241170000,241270000,3
"chr3",241520000,241630000,3
"chr3",242040000,242180000,3
"chr3",242170000,242310000,3
"chr3",242300000,242420000,3
"chr3",242410000,242520000,3
"chr3",242510000,242620000,3
"chr3",242680000,242830000,3
"chr3",242820000,243090000,3
