"chr","start","end","Level"
"chr3",29270000,29370000,3
"chr3",29360000,29470000,3
"chr3",29460000,29570000,3
"chr3",29860000,30070000,3
"chr3",30480000,30590000,3
"chr3",31540000,31640000,3
"chr3",31740000,31840000,3
"chr3",32020000,32120000,3
"chr3",32180000,32290000,3
"chr3",32400000,32500000,3
"chr3",32670000,32780000,3
"chr3",33190000,33290000,3
"chr3",33630000,33730000,3
"chr3",33850000,33950000,3
"chr3",34360000,34470000,3
"chr3",35050000,35150000,3
"chr3",35440000,35540000,3
"chr3",35910000,36010000,3
"chr3",36030000,36130000,3
"chr3",36180000,36280000,3
"chr3",36560000,36710000,3
"chr3",36770000,36910000,3
"chr3",36930000,37040000,3
"chr3",37150000,37260000,3
"chr3",38710000,38820000,3
"chr3",39060000,39160000,3
"chr3",39360000,39470000,3
"chr3",39460000,39570000,3
"chr3",39570000,39670000,3
"chr3",40270000,40380000,3
"chr3",40510000,40620000,3
"chr3",41130000,41240000,3
"chr3",41420000,41520000,3
"chr3",41890000,42000000,3
"chr3",42120000,42220000,3
"chr3",42270000,42370000,3
"chr3",42500000,42600000,3
"chr3",42920000,43020000,3
"chr3",43010000,43110000,3
"chr3",43440000,43550000,3
"chr3",43980000,44080000,3
"chr3",44130000,44240000,3
"chr3",44830000,44940000,3
"chr3",45070000,45180000,3
"chr3",45170000,45280000,3
"chr3",45480000,45580000,3
"chr3",45960000,46060000,3
"chr3",46050000,46160000,3
"chr3",46770000,46880000,3
"chr3",48180000,48280000,3
"chr3",48270000,48370000,3
"chr3",48850000,48950000,3
"chr3",48940000,49040000,3
"chr3",50260000,50360000,3
"chr3",50350000,50450000,3
"chr3",50630000,50740000,3
"chr3",50730000,50830000,3
"chr3",51080000,51190000,3
"chr3",51340000,51450000,3
"chr3",51550000,51660000,3
"chr3",51900000,52000000,3
"chr3",51990000,52100000,3
"chr3",52740000,52850000,3
"chr3",53280000,53380000,3
"chr3",53370000,53480000,3
"chr3",54060000,54160000,3
"chr3",54430000,54530000,3
"chr3",54870000,54970000,3
"chr3",55020000,55120000,3
"chr3",55190000,55300000,3
"chr3",55590000,55700000,3
"chr3",55870000,55970000,3
"chr3",56660000,56770000,3
"chr3",56950000,57060000,3
"chr3",57580000,57690000,3
"chr3",58340000,58440000,3
"chr3",58630000,58730000,3
"chr3",59900000,60000000,3
"chr3",60350000,60450000,3
"chr3",60440000,60550000,3
"chr3",60600000,60710000,3
"chr3",61310000,61420000,3
"chr3",61410000,61520000,3
"chr3",62540000,62640000,3
"chr3",62970000,63070000,3
"chr3",63250000,63350000,3
"chr3",63690000,63790000,3
"chr3",64610000,64720000,3
"chr3",64710000,64810000,3
"chr3",65550000,65650000,3
"chr3",65820000,65930000,3
"chr3",67810000,67920000,3
"chr3",68220000,68330000,3
"chr3",68980000,69080000,3
"chr3",69400000,69500000,3
"chr3",69490000,69590000,3
"chr3",69580000,69680000,3
"chr3",69810000,69920000,3
"chr3",70500000,70600000,3
"chr3",70590000,70700000,3
"chr3",70820000,70920000,3
"chr3",71100000,71200000,3
"chr3",71890000,71990000,3
"chr3",72510000,72610000,3
"chr3",72650000,72760000,3
"chr3",73190000,73300000,3
"chr3",73690000,73800000,3
"chr3",73790000,73890000,3
"chr3",74380000,74480000,3
"chr3",74530000,74640000,3
"chr3",74810000,74920000,3
"chr3",75050000,75160000,3
"chr3",75150000,75250000,3
"chr3",75240000,75340000,3
"chr3",75500000,75600000,3
"chr3",76000000,76100000,3
"chr3",76090000,76200000,3
"chr3",76810000,76910000,3
"chr3",77440000,77540000,3
"chr3",77830000,77930000,3
"chr3",77920000,78020000,3
"chr3",78150000,78250000,3
"chr3",78900000,79000000,3
"chr3",78990000,79090000,3
"chr3",80200000,80300000,3
"chr3",80680000,80790000,3
"chr3",80780000,80880000,3
"chr3",81450000,81560000,3
"chr3",82030000,82130000,3
"chr3",82620000,82730000,3
"chr3",82950000,83060000,3
"chr3",83240000,83340000,3
"chr3",83950000,84060000,3
"chr3",84200000,84300000,3
"chr3",84350000,84490000,3
"chr3",84480000,84600000,3
"chr3",84730000,84830000,3
"chr3",84980000,85090000,3
"chr3",85220000,85320000,3
"chr3",85310000,85420000,3
"chr3",85790000,85890000,3
"chr3",85940000,86050000,3
"chr3",86330000,86440000,3
"chr3",86610000,86720000,3
"chr3",86980000,87090000,3
"chr3",87580000,87680000,3
"chr3",87790000,87890000,3
"chr3",88530000,88630000,3
"chr3",89110000,89210000,3
"chr3",89360000,89470000,3
"chr3",89570000,89680000,3
"chr3",90320000,90420000,3
"chr3",90930000,91030000,3
"chr3",91870000,91980000,3
"chr3",92890000,92990000,3
"chr3",92980000,93080000,3
"chr3",93200000,93310000,3
"chr3",93560000,93660000,3
"chr3",93650000,93760000,3
"chr3",94700000,94810000,3
"chr3",94800000,94900000,3
"chr3",95000000,95100000,3
"chr3",95090000,95190000,3
"chr3",95180000,95280000,3
"chr3",95710000,95820000,3
"chr3",95810000,95920000,3
"chr3",95980000,96080000,3
"chr3",96940000,97040000,3
"chr3",97600000,97710000,3
"chr3",99020000,99130000,3
"chr3",99120000,99220000,3
"chr3",99210000,99320000,3
"chr3",100730000,100840000,3
"chr3",100830000,100940000,3
"chr3",100930000,101030000,3
"chr3",101500000,101610000,3
"chr3",101670000,101770000,3
"chr3",103440000,103550000,3
"chr3",103440000,103550000,3
"chr3",103540000,103650000,3
"chr3",104500000,104610000,3
"chr3",105330000,105440000,3
"chr3",106990000,107100000,3
"chr3",108330000,108440000,3
"chr3",108430000,108530000,3
"chr3",109350000,109460000,3
"chr3",109980000,110090000,3
"chr3",110080000,110190000,3
"chr3",110950000,111060000,3
"chr3",111330000,111440000,3
"chr3",112540000,112640000,3
"chr3",112630000,112730000,3
"chr3",112830000,112940000,3
"chr3",113020000,113170000,3
"chr3",113160000,113270000,3
"chr3",113260000,113370000,3
"chr3",114360000,114470000,3
"chr3",114520000,114630000,3
"chr3",114830000,114940000,3
"chr3",115050000,115150000,3
"chr3",115330000,115430000,3
"chr3",115420000,115520000,3
"chr3",115510000,115610000,3
"chr3",116010000,116110000,3
"chr3",116330000,116430000,3
"chr3",116460000,116570000,3
"chr3",116840000,116940000,3
"chr3",117110000,117220000,3
"chr3",117440000,117550000,3
"chr3",117780000,117880000,3
"chr3",119820000,119930000,3
"chr3",120520000,120630000,3
"chr3",120770000,120880000,3
"chr3",121240000,121350000,3
"chr3",142530000,142640000,3
"chr3",143400000,143500000,3
"chr3",143960000,144060000,3
"chr3",144510000,144610000,3
"chr3",145200000,145330000,3
"chr3",145420000,145530000,3
"chr3",146870000,146970000,3
"chr3",147190000,147290000,3
"chr3",147730000,147830000,3
"chr3",149010000,149120000,3
"chr3",149300000,149400000,3
"chr3",149680000,149790000,3
"chr3",150330000,150440000,3
"chr3",150430000,150540000,3
"chr3",150740000,150840000,3
"chr3",151390000,151500000,3
"chr3",151570000,151670000,3
"chr3",151720000,151820000,3
"chr3",151810000,151920000,3
"chr3",151910000,152020000,3
"chr3",153390000,153490000,3
"chr3",153550000,153650000,3
"chr3",154430000,154530000,3
"chr3",154520000,154630000,3
"chr3",154620000,154730000,3
"chr3",155060000,155160000,3
"chr3",155440000,155550000,3
"chr3",155580000,155680000,3
"chr3",155880000,155980000,3
"chr3",156030000,156130000,3
"chr3",156120000,156220000,3
"chr3",156210000,156320000,3
"chr3",157470000,157570000,3
"chr3",157820000,157920000,3
"chr3",158210000,158320000,3
"chr3",158680000,158780000,3
"chr3",158870000,158970000,3
"chr3",159200000,159310000,3
"chr3",160070000,160180000,3
"chr3",160230000,160330000,3
"chr3",161200000,161300000,3
"chr3",161550000,161650000,3
"chr3",161720000,161830000,3
"chr3",162380000,162490000,3
"chr3",162780000,162880000,3
"chr3",162870000,162970000,3
"chr3",163140000,163250000,3
"chr3",163650000,163760000,3
"chr3",164090000,164200000,3
"chr3",164320000,164420000,3
"chr3",164760000,164870000,3
"chr3",164860000,164970000,3
"chr3",164960000,165060000,3
"chr3",165800000,165900000,3
"chr3",166220000,166320000,3
"chr3",166570000,166670000,3
"chr3",168560000,168660000,3
"chr3",169690000,169800000,3
"chr3",170110000,170220000,3
"chr3",170400000,170510000,3
"chr3",170560000,170660000,3
"chr3",170930000,171030000,3
"chr3",171190000,171300000,3
"chr3",172410000,172520000,3
"chr3",172930000,173030000,3
"chr3",173500000,173600000,3
"chr3",173590000,173690000,3
"chr3",174260000,174360000,3
"chr3",174610000,174720000,3
"chr3",174820000,174930000,3
"chr3",175710000,175810000,3
"chr3",176080000,176190000,3
"chr3",176180000,176280000,3
"chr3",176330000,176440000,3
"chr3",176580000,176680000,3
"chr3",176670000,176780000,3
"chr3",176850000,176960000,3
"chr3",177360000,177470000,3
"chr3",177740000,177850000,3
"chr3",178060000,178160000,3
"chr3",178650000,178760000,3
"chr3",178870000,178980000,3
"chr3",179570000,179680000,3
"chr3",180060000,180160000,3
"chr3",180220000,180330000,3
"chr3",180740000,180850000,3
"chr3",180840000,180940000,3
"chr3",181480000,181580000,3
"chr3",181620000,181720000,3
"chr3",181710000,181810000,3
"chr3",181800000,181900000,3
"chr3",182260000,182370000,3
"chr3",183790000,183890000,3
"chr3",183950000,184050000,3
"chr3",184680000,184780000,3
"chr3",185030000,185140000,3
"chr3",185130000,185240000,3
"chr3",185690000,185800000,3
"chr3",186450000,186550000,3
"chr3",187590000,187700000,3
"chr3",187760000,187860000,3
"chr3",188230000,188340000,3
"chr3",188830000,188930000,3
"chr3",189380000,189490000,3
"chr3",189730000,189830000,3
"chr3",191090000,191200000,3
"chr3",191340000,191450000,3
"chr3",191440000,191550000,3
"chr3",191760000,191860000,3
"chr3",192320000,192430000,3
"chr3",192780000,192880000,3
"chr3",193150000,193260000,3
"chr3",195270000,195380000,3
"chr3",195620000,195720000,3
"chr3",195980000,196090000,3
"chr3",196710000,196810000,3
"chr3",196950000,197060000,3
"chr3",198030000,198130000,3
"chr3",198290000,198390000,3
"chr3",198510000,198620000,3
"chr3",198610000,198720000,3
"chr3",198840000,198940000,3
"chr3",199490000,199590000,3
"chr3",199910000,200010000,3
"chr3",200060000,200170000,3
"chr3",200160000,200260000,3
"chr3",201670000,201780000,3
"chr3",201870000,201980000,3
"chr3",203140000,203250000,3
"chr3",203590000,203690000,3
"chr3",203680000,203780000,3
"chr3",204390000,204490000,3
"chr3",205450000,205560000,3
"chr3",206480000,206590000,3
"chr3",206910000,207010000,3
"chr3",207000000,207110000,3
"chr3",208050000,208150000,3
"chr3",209270000,209370000,3
"chr3",209360000,209460000,3
"chr3",209530000,209630000,3
"chr3",209870000,209980000,3
"chr3",210480000,210590000,3
"chr3",210940000,211040000,3
"chr3",211140000,211250000,3
"chr3",211760000,211860000,3
"chr3",212220000,212350000,3
"chr3",212340000,212470000,3
"chr3",212470000,212570000,3
"chr3",212640000,212750000,3
"chr3",213550000,213650000,3
"chr3",214190000,214290000,3
"chr3",214510000,214610000,3
"chr3",214790000,214890000,3
"chr3",215530000,215640000,3
"chr3",215630000,215730000,3
"chr3",215720000,215820000,3
"chr3",217250000,217360000,3
"chr3",217430000,217540000,3
"chr3",217830000,217940000,3
"chr3",217930000,218040000,3
"chr3",218300000,218400000,3
"chr3",218700000,218810000,3
"chr3",218870000,218980000,3
"chr3",220270000,220370000,3
"chr3",220360000,220460000,3
"chr3",221510000,221620000,3
"chr3",221610000,221720000,3
"chr3",221910000,222020000,3
"chr3",222010000,222110000,3
"chr3",222540000,222640000,3
"chr3",222820000,222920000,3
"chr3",222990000,223100000,3
"chr3",223550000,223660000,3
"chr3",223880000,223990000,3
"chr3",224110000,224220000,3
"chr3",224210000,224310000,3
"chr3",224690000,224790000,3
"chr3",224840000,224940000,3
"chr3",225110000,225210000,3
"chr3",225200000,225300000,3
"chr3",225510000,225620000,3
"chr3",226170000,226270000,3
"chr3",226710000,226820000,3
"chr3",227340000,227440000,3
"chr3",227630000,227740000,3
"chr3",228270000,228380000,3
"chr3",228410000,228520000,3
"chr3",228560000,228670000,3
"chr3",228680000,228790000,3
"chr3",230200000,230310000,3
"chr3",231180000,231290000,3
"chr3",231560000,231670000,3
"chr3",231660000,231760000,3
"chr3",231870000,231970000,3
"chr3",232110000,232220000,3
"chr3",232370000,232470000,3
"chr3",233290000,233390000,3
"chr3",233750000,233860000,3
"chr3",234040000,234150000,3
"chr3",234500000,234610000,3
"chr3",235100000,235210000,3
"chr3",235240000,235340000,3
"chr3",235420000,235600000,3
"chr3",236260000,236360000,3
"chr3",236350000,236460000,3
"chr3",237450000,237560000,3
"chr3",238220000,238320000,3
"chr3",239540000,239650000,3
"chr3",240350000,240460000,3
"chr3",240800000,240900000,3
"chr3",241290000,241400000,3
"chr3",242070000,242170000,3
"chr3",242190000,242300000,3
"chr3",242770000,242870000,3
"chr3",243000000,243100000,3
"chr3",243090000,243190000,3
"chr3",243290000,243390000,3
"chr3",243920000,244030000,3
"chr3",244840000,244940000,3
"chr3",246830000,246940000,3
"chr3",247000000,247110000,3
"chr3",247100000,247210000,3
"chr3",247380000,247480000,3
"chr3",247580000,247680000,3
"chr3",247990000,248120000,3
"chr3",248180000,248350000,3
"chr3",248530000,248660000,3
"chr3",248710000,249110000,3
