"chr","start","end","Level"
"chr3",41720000,41830000,3
"chr3",42490000,42600000,3
"chr3",42700000,42800000,3
"chr3",42790000,42900000,3
"chr3",43460000,43570000,3
"chr3",43810000,43910000,3
"chr3",43950000,44050000,3
"chr3",44120000,44220000,3
"chr3",45550000,45650000,3
"chr3",45700000,45800000,3
"chr3",45790000,45900000,3
"chr3",45890000,45990000,3
"chr3",46250000,46350000,3
"chr3",46420000,46530000,3
"chr3",46810000,46920000,3
"chr3",47430000,47540000,3
"chr3",48040000,48150000,3
"chr3",48720000,48820000,3
"chr3",49370000,49470000,3
"chr3",50140000,50250000,3
"chr3",50380000,50490000,3
"chr3",50970000,51070000,3
"chr3",52100000,52200000,3
"chr3",52880000,52980000,3
"chr3",53140000,53250000,3
"chr3",53240000,53350000,3
"chr3",53960000,54070000,3
"chr3",54680000,54790000,3
"chr3",55770000,55870000,3
"chr3",57390000,57500000,3
"chr3",57540000,57640000,3
"chr3",58620000,58730000,3
"chr3",58720000,58820000,3
"chr3",58970000,59080000,3
"chr3",60390000,60500000,3
"chr3",60540000,60640000,3
"chr3",60830000,60940000,3
"chr3",62320000,62420000,3
"chr3",62410000,62510000,3
"chr3",62660000,62760000,3
"chr3",62750000,62850000,3
"chr3",63810000,63920000,3
"chr3",63910000,64020000,3
"chr3",64150000,64260000,3
"chr3",64250000,64350000,3
"chr3",64380000,64490000,3
"chr3",65370000,65480000,3
"chr3",65470000,65570000,3
"chr3",65560000,65670000,3
"chr3",65660000,65770000,3
"chr3",65760000,65860000,3
"chr3",66460000,66560000,3
"chr3",67160000,67260000,3
"chr3",68940000,69040000,3
"chr3",69840000,69940000,3
"chr3",71150000,71250000,3
"chr3",71280000,71390000,3
"chr3",72140000,72240000,3
"chr3",72880000,73010000,3
"chr3",73000000,73120000,3
"chr3",74070000,74170000,3
"chr3",74310000,74410000,3
"chr3",74800000,74910000,3
"chr3",75390000,75490000,3
"chr3",75480000,75590000,3
"chr3",75760000,75870000,3
"chr3",76460000,76570000,3
"chr3",76760000,76860000,3
"chr3",77100000,77210000,3
"chr3",77200000,77320000,3
"chr3",77380000,77490000,3
"chr3",77670000,77780000,3
"chr3",79080000,79180000,3
"chr3",79570000,79680000,3
"chr3",79850000,79960000,3
"chr3",80610000,80720000,3
"chr3",81270000,81370000,3
"chr3",82440000,82540000,3
"chr3",82730000,82840000,3
"chr3",83480000,83590000,3
"chr3",84120000,84230000,3
"chr3",84470000,84580000,3
"chr3",84570000,84680000,3
"chr3",84790000,84900000,3
"chr3",85050000,85150000,3
"chr3",85560000,85670000,3
"chr3",86210000,86320000,3
"chr3",86610000,86720000,3
"chr3",86820000,86930000,3
"chr3",87050000,87150000,3
"chr3",87520000,87630000,3
"chr3",87960000,88060000,3
"chr3",88120000,88220000,3
"chr3",89070000,89170000,3
"chr3",89360000,89460000,3
"chr3",89510000,89620000,3
"chr3",89670000,89770000,3
"chr3",90060000,90160000,3
"chr3",97010000,97120000,3
"chr3",97190000,97290000,3
"chr3",97350000,97460000,3
"chr3",97550000,97660000,3
"chr3",97650000,97760000,3
"chr3",98050000,98150000,3
"chr3",98430000,98540000,3
"chr3",98530000,98640000,3
"chr3",98630000,98730000,3
"chr3",98780000,98880000,3
"chr3",98870000,98980000,3
"chr3",99110000,99220000,3
"chr3",99210000,99310000,3
"chr3",99520000,99630000,3
"chr3",99880000,99990000,3
"chr3",100830000,100930000,3
"chr3",101190000,101300000,3
"chr3",101290000,101400000,3
"chr3",102090000,102200000,3
"chr3",102390000,102490000,3
"chr3",103190000,103290000,3
"chr3",103800000,103910000,3
"chr3",103900000,104010000,3
"chr3",104000000,104100000,3
"chr3",105250000,105350000,3
"chr3",106230000,106340000,3
"chr3",106490000,106590000,3
"chr3",106580000,106690000,3
"chr3",106820000,106930000,3
"chr3",107140000,107250000,3
"chr3",107380000,107480000,3
"chr3",107470000,107580000,3
"chr3",107940000,108050000,3
"chr3",108040000,108140000,3
"chr3",108280000,108390000,3
"chr3",108540000,108640000,3
"chr3",109360000,109460000,3
"chr3",110420000,110520000,3
"chr3",110700000,110800000,3
"chr3",111060000,111170000,3
"chr3",111160000,111270000,3
"chr3",111440000,111540000,3
"chr3",112020000,112180000,3
"chr3",112360000,112470000,3
"chr3",113200000,113310000,3
"chr3",113350000,113460000,3
"chr3",113860000,113960000,3
"chr3",114900000,115000000,3
"chr3",115410000,115520000,3
"chr3",116330000,116440000,3
"chr3",116480000,116580000,3
"chr3",116570000,116680000,3
"chr3",117250000,117350000,3
"chr3",117340000,117450000,3
"chr3",117850000,117960000,3
"chr3",118510000,118610000,3
"chr3",118600000,118700000,3
"chr3",119220000,119320000,3
"chr3",119310000,119410000,3
"chr3",120140000,120250000,3
"chr3",121610000,121720000,3
"chr3",121710000,121820000,3
"chr3",121810000,121910000,3
"chr3",122180000,122290000,3
"chr3",122660000,122760000,3
"chr3",123210000,123310000,3
"chr3",123370000,123480000,3
"chr3",123710000,123810000,3
"chr3",123970000,124070000,3
"chr3",124890000,124990000,3
"chr3",125310000,125410000,3
"chr3",125400000,125500000,3
"chr3",125490000,125590000,3
"chr3",125980000,126090000,3
"chr3",126190000,126300000,3
"chr3",126370000,126480000,3
"chr3",127690000,127790000,3
"chr3",128510000,128620000,3
"chr3",128750000,128860000,3
"chr3",128880000,128990000,3
"chr3",129890000,129990000,3
"chr3",130380000,130480000,3
"chr3",130470000,130570000,3
"chr3",132860000,132970000,3
"chr3",133290000,133390000,3
"chr3",133660000,133770000,3
"chr3",133930000,134040000,3
"chr3",134320000,134420000,3
"chr3",134510000,134620000,3
"chr3",135520000,135620000,3
"chr3",136240000,136350000,3
"chr3",136740000,136840000,3
"chr3",136980000,137090000,3
"chr3",139290000,139390000,3
"chr3",139430000,139540000,3
"chr3",140060000,140170000,3
"chr3",140290000,140390000,3
"chr3",141090000,141190000,3
"chr3",141290000,141390000,3
"chr3",142440000,142550000,3
"chr3",143160000,143260000,3
"chr3",144650000,144760000,3
"chr3",145180000,145290000,3
"chr3",145620000,145720000,3
"chr3",146520000,146630000,3
"chr3",146750000,146850000,3
"chr3",147070000,147180000,3
"chr3",147920000,148030000,3
"chr3",148210000,148320000,3
"chr3",148570000,148680000,3
"chr3",148670000,148780000,3
"chr3",149300000,149400000,3
"chr3",150320000,150430000,3
"chr3",150490000,150600000,3
"chr3",150590000,150690000,3
"chr3",151290000,151390000,3
"chr3",151460000,151560000,3
"chr3",151550000,151650000,3
"chr3",153470000,153570000,3
"chr3",153720000,153820000,3
"chr3",154810000,154920000,3
"chr3",155780000,155880000,3
"chr3",155870000,155970000,3
"chr3",156160000,156260000,3
"chr3",156920000,157020000,3
"chr3",157080000,157180000,3
"chr3",158880000,158990000,3
"chr3",159230000,159340000,3
"chr3",159880000,159990000,3
"chr3",159980000,160080000,3
"chr3",160070000,160180000,3
"chr3",160790000,160900000,3
"chr3",162240000,162340000,3
"chr3",162620000,162730000,3
"chr3",163470000,163580000,3
"chr3",163570000,163680000,3
"chr3",164780000,164880000,3
"chr3",166070000,166170000,3
"chr3",166540000,166650000,3
"chr3",166890000,166990000,3
"chr3",166980000,167080000,3
"chr3",167130000,167230000,3
"chr3",168190000,168290000,3
"chr3",168430000,168530000,3
"chr3",168580000,168680000,3
"chr3",168670000,168770000,3
"chr3",169010000,169120000,3
"chr3",169490000,169590000,3
"chr3",169810000,169910000,3
"chr3",170530000,170640000,3
"chr3",170680000,170780000,3
"chr3",171180000,171290000,3
"chr3",171670000,171770000,3
"chr3",172390000,172490000,3
"chr3",173390000,173500000,3
"chr3",173490000,173590000,3
"chr3",173640000,173750000,3
"chr3",173990000,174090000,3
"chr3",174580000,174680000,3
"chr3",176380000,176480000,3
"chr3",176670000,176770000,3
"chr3",176760000,176870000,3
"chr3",177340000,177440000,3
"chr3",178150000,178250000,3
"chr3",179270000,179380000,3
"chr3",179630000,179730000,3
"chr3",180180000,180280000,3
"chr3",180620000,180720000,3
"chr3",181130000,181230000,3
"chr3",181670000,181770000,3
"chr3",181810000,181910000,3
"chr3",183100000,183200000,3
"chr3",183340000,183440000,3
"chr3",184290000,184390000,3
"chr3",184440000,184540000,3
"chr3",184910000,185010000,3
"chr3",185070000,185180000,3
"chr3",185450000,185550000,3
"chr3",185540000,185640000,3
"chr3",186090000,186190000,3
"chr3",186550000,186660000,3
"chr3",186800000,186900000,3
"chr3",187160000,187270000,3
"chr3",187610000,187710000,3
"chr3",188520000,188620000,3
"chr3",188670000,188770000,3
"chr3",188760000,188870000,3
"chr3",189400000,189510000,3
"chr3",189750000,189850000,3
"chr3",190230000,190340000,3
"chr3",190330000,190430000,3
"chr3",190420000,190530000,3
"chr3",190600000,190710000,3
"chr3",190770000,190880000,3
"chr3",190870000,190970000,3
"chr3",190960000,191060000,3
"chr3",191980000,192090000,3
"chr3",193500000,193600000,3
"chr3",193860000,193970000,3
"chr3",194040000,194150000,3
"chr3",194400000,194510000,3
"chr3",194500000,194600000,3
"chr3",194830000,194930000,3
"chr3",194990000,195090000,3
"chr3",195080000,195200000,3
"chr3",195480000,195590000,3
"chr3",195930000,196030000,3
"chr3",196230000,196340000,3
"chr3",196330000,196430000,3
"chr3",196470000,196570000,3
"chr3",196910000,197260000,3
"chr3",197250000,197780000,3
"chr3",197770000,197910000,3
