"chr","start","end","Level"
"chr3",97860000,97960000,3
"chr3",98100000,98200000,3
"chr3",99640000,99790000,3
"chr3",100120000,100220000,3
"chr3",100280000,100390000,3
"chr3",100380000,100490000,3
"chr3",100490000,100650000,3
"chr3",100640000,100750000,3
"chr3",100740000,100840000,3
"chr3",101580000,101680000,3
"chr3",101830000,101940000,3
"chr3",102080000,102190000,3
"chr3",102180000,102280000,3
"chr3",102390000,102490000,3
"chr3",102650000,102760000,3
"chr3",102980000,103090000,3
"chr3",103440000,103550000,3
"chr3",103540000,103640000,3
"chr3",103710000,103810000,3
"chr3",103930000,104030000,3
"chr3",104020000,104130000,3
"chr3",104460000,104570000,3
"chr3",105070000,105170000,3
"chr3",105360000,105470000,3
"chr3",105690000,105790000,3
"chr3",105970000,106080000,3
"chr3",106720000,106830000,3
"chr3",107270000,107370000,3
"chr3",107730000,107840000,3
"chr3",108350000,108450000,3
"chr3",108670000,108770000,3
"chr3",108760000,108860000,3
"chr3",109500000,109610000,3
"chr3",109750000,109850000,3
"chr3",110000000,110100000,3
"chr3",110750000,110860000,3
"chr3",111240000,111350000,3
"chr3",111340000,111440000,3
"chr3",111430000,111530000,3
"chr3",111560000,111660000,3
"chr3",111790000,111900000,3
"chr3",112020000,112130000,3
"chr3",112120000,112220000,3
"chr3",112330000,112430000,3
"chr3",112990000,113090000,3
"chr3",113160000,113260000,3
"chr3",113250000,113350000,3
"chr3",113340000,113450000,3
"chr3",114310000,114420000,3
"chr3",114580000,114690000,3
"chr3",115120000,115220000,3
"chr3",115210000,115310000,3
"chr3",115430000,115540000,3
"chr3",115530000,115630000,3
"chr3",115870000,115980000,3
"chr3",116290000,116390000,3
"chr3",116870000,116980000,3
"chr3",117870000,117980000,3
"chr3",117970000,118070000,3
"chr3",118320000,118430000,3
"chr3",119200000,119300000,3
"chr3",119340000,119450000,3
"chr3",119440000,119540000,3
"chr3",119590000,119700000,3
"chr3",119810000,119910000,3
"chr3",120460000,120560000,3
"chr3",121520000,121620000,3
"chr3",121840000,121940000,3
"chr3",121930000,122030000,3
"chr3",122020000,122120000,3
"chr3",123670000,123770000,3
"chr3",123760000,123860000,3
"chr3",124320000,124420000,3
"chr3",124940000,125040000,3
"chr3",125030000,125140000,3
"chr3",125260000,125360000,3
"chr3",125550000,125650000,3
"chr3",125780000,125880000,3
"chr3",125870000,125980000,3
"chr3",126230000,126330000,3
"chr3",126360000,126460000,3
"chr3",126580000,126690000,3
"chr3",126940000,127040000,3
"chr3",128320000,128420000,3
"chr3",128890000,128990000,3
"chr3",130040000,130140000,3
"chr3",130190000,130290000,3
"chr3",130280000,130380000,3
"chr3",130580000,130690000,3
"chr3",131480000,131590000,3
"chr3",131850000,131960000,3
"chr3",132390000,132490000,3
"chr3",133610000,133710000,3
"chr3",133780000,133880000,3
"chr3",133870000,133980000,3
"chr3",133970000,134080000,3
"chr3",134070000,134180000,3
"chr3",134860000,134970000,3
"chr3",135120000,135230000,3
"chr3",135730000,135830000,3
"chr3",136240000,136350000,3
"chr3",136490000,136590000,3
"chr3",136790000,136890000,3
"chr3",137950000,138050000,3
"chr3",138430000,138540000,3
"chr3",138790000,138900000,3
"chr3",140010000,140110000,3
"chr3",140220000,140330000,3
"chr3",140580000,140680000,3
"chr3",141070000,141180000,3
"chr3",141360000,141460000,3
"chr3",141680000,141790000,3
"chr3",142050000,142160000,3
"chr3",142550000,142660000,3
"chr3",142790000,142890000,3
"chr3",143170000,143280000,3
"chr3",144970000,145080000,3
"chr3",145180000,145280000,3
"chr3",145800000,145900000,3
"chr3",145940000,146040000,3
"chr3",147270000,147370000,3
"chr3",147360000,147460000,3
"chr3",150190000,150300000,3
"chr3",150290000,150400000,3
"chr3",150470000,150570000,3
"chr3",150820000,150930000,3
"chr3",150920000,151030000,3
"chr3",151130000,151230000,3
"chr3",151940000,152040000,3
"chr3",153230000,153340000,3
"chr3",153340000,153470000,3
"chr3",153460000,153580000,3
"chr3",153570000,153680000,3
"chr3",153670000,153780000,3
"chr3",153770000,153870000,3
"chr3",154580000,154690000,3
"chr3",154710000,154820000,3
"chr3",155000000,155100000,3
"chr3",155240000,155350000,3
"chr3",156420000,156530000,3
"chr3",157140000,157240000,3
"chr3",157290000,157400000,3
"chr3",157610000,157710000,3
"chr3",157890000,157990000,3
"chr3",158140000,158240000,3
"chr3",159090000,159190000,3
"chr3",160520000,160620000,3
"chr3",162710000,162810000,3
"chr3",163220000,163330000,3
"chr3",163320000,163420000,3
"chr3",163990000,164100000,3
"chr3",164090000,164190000,3
"chr3",164180000,164280000,3
"chr3",164870000,164970000,3
"chr3",164960000,165070000,3
"chr3",165310000,165410000,3
"chr3",165460000,165570000,3
"chr3",165560000,165670000,3
"chr3",165850000,165950000,3
"chr3",165940000,166040000,3
"chr3",166040000,166150000,3
"chr3",166140000,166270000,3
"chr3",167090000,167200000,3
"chr3",167320000,167430000,3
"chr3",167770000,167880000,3
"chr3",167940000,168040000,3
"chr3",168070000,168170000,3
"chr3",168600000,168700000,3
"chr3",169840000,169940000,3
"chr3",170040000,170140000,3
"chr3",171930000,172040000,3
"chr3",172220000,172330000,3
"chr3",174090000,174190000,3
"chr3",174250000,174350000,3
"chr3",175050000,175150000,3
"chr3",176980000,177080000,3
"chr3",177710000,177820000,3
"chr3",178280000,178380000,3
"chr3",178370000,178480000,3
"chr3",179110000,179210000,3
"chr3",179410000,179520000,3
"chr3",181310000,181410000,3
"chr3",182520000,182630000,3
"chr3",183650000,183750000,3
"chr3",184180000,184280000,3
"chr3",184340000,184440000,3
"chr3",184430000,184540000,3
"chr3",185090000,185190000,3
"chr3",185310000,185420000,3
"chr3",185570000,185670000,3
"chr3",185660000,185760000,3
"chr3",185970000,186070000,3
"chr3",186760000,186860000,3
"chr3",186850000,186960000,3
"chr3",187120000,187230000,3
"chr3",187970000,188070000,3
"chr3",188220000,188320000,3
"chr3",188370000,188470000,3
"chr3",189080000,189190000,3
"chr3",189290000,189390000,3
"chr3",189810000,189910000,3
"chr3",189900000,190060000,3
"chr3",190050000,190150000,3
"chr3",190140000,190320000,3
"chr3",190310000,190490000,3
"chr3",190480000,190590000,3
"chr3",190580000,190700000,3
"chr3",190830000,190990000,3
