"","Level_1.chr","Level_1.start","Level_1.end","Level_1.Level"
"309",3,40920000,41040000,1
"310",3,41040000,41240000,1
"311",3,41240000,41460000,1
"312",3,41460000,41550000,1
"313",3,41550000,41620000,1
"314",3,41620000,41750000,1
"315",3,41750000,41930000,1
"316",3,41930000,42150000,1
"317",3,42150000,42270000,1
"318",3,42270000,42420000,1
"319",3,42420000,42480000,1
"320",3,42480000,42590000,1
"321",3,42590000,42700000,1
"322",3,42700000,42780000,1
"323",3,42780000,42940000,1
"324",3,42940000,43060000,1
"325",3,43060000,43210000,1
"326",3,43210000,43320000,1
"327",3,43320000,43430000,1
"328",3,43430000,43580000,1
"329",3,43580000,43730000,1
"330",3,43730000,43810000,1
"331",3,43810000,43920000,1
"332",3,43920000,44020000,1
"333",3,44020000,44160000,1
"334",3,44160000,44290000,1
"335",3,44290000,44380000,1
"336",3,44380000,44550000,1
"337",3,44550000,44670000,1
"338",3,44670000,44800000,1
"339",3,44800000,44960000,1
"340",3,44960000,45080000,1
"341",3,45080000,45260000,1
"342",3,45260000,45410000,1
"343",3,45410000,45550000,1
"344",3,45550000,45720000,1
"345",3,45720000,45800000,1
"346",3,45800000,45970000,1
"347",3,45970000,46130000,1
"348",3,46130000,46250000,1
"349",3,46250000,46370000,1
"350",3,46370000,46480000,1
"351",3,46480000,46640000,1
"352",3,46640000,46740000,1
"353",3,46740000,46900000,1
"354",3,46900000,46970000,1
"355",3,46970000,47080000,1
"356",3,47080000,47210000,1
"357",3,47210000,47420000,1
"358",3,47420000,47560000,1
"359",3,47560000,47720000,1
"360",3,47720000,47840000,1
"361",3,47840000,47980000,1
"362",3,47980000,48080000,1
"363",3,48080000,48200000,1
"364",3,48230000,48370000,1
"365",3,48370000,48480000,1
"366",3,48480000,48600000,1
"367",3,48600000,48730000,1
"368",3,48770000,48880000,1
"369",3,48880000,49010000,1
"370",3,49010000,49210000,1
"371",3,49210000,49360000,1
"372",3,49360000,49490000,1
"373",3,49490000,49570000,1
"374",3,49570000,49710000,1
"375",3,49710000,49830000,1
"376",3,49830000,49980000,1
"377",3,49980000,50150000,1
"378",3,50150000,50330000,1
"379",3,50330000,50400000,1
"380",3,50400000,50580000,1
"381",3,50580000,50700000,1
"382",3,50700000,50830000,1
"383",3,50830000,50990000,1
"384",3,50990000,51100000,1
"385",3,51100000,51240000,1
"386",3,51240000,51420000,1
"387",3,51420000,51530000,1
"388",3,51530000,51710000,1
"389",3,51710000,51850000,1
"390",3,51850000,51960000,1
"391",3,51960000,52030000,1
"392",3,52030000,52180000,1
"393",3,52180000,52270000,1
"394",3,52270000,52390000,1
"395",3,52420000,52490000,1
"396",3,52490000,52570000,1
"397",3,52570000,52700000,1
"398",3,52700000,52760000,1
"399",3,52760000,52900000,1
"400",3,52900000,53080000,1
"401",3,53080000,53250000,1
"402",3,53250000,53400000,1
"403",3,53400000,53530000,1
"404",3,53530000,53670000,1
"405",3,53670000,53850000,1
"406",3,53850000,53960000,1
"407",3,53970000,54170000,1
"408",3,54170000,54320000,1
"409",3,54320000,54460000,1
"410",3,54460000,54590000,1
"411",3,54590000,54730000,1
"412",3,54730000,54890000,1
"413",3,54890000,55040000,1
"414",3,55040000,55200000,1
"415",3,55200000,55350000,1
"416",3,55350000,55460000,1
"417",3,55460000,55520000,1
"418",3,55520000,55650000,1
"419",3,55650000,55760000,1
"420",3,55760000,55940000,1
"421",3,55940000,56090000,1
"422",3,56090000,56280000,1
"423",3,56280000,56380000,1
"424",3,56380000,56550000,1
"425",3,56550000,56720000,1
"426",3,56720000,56840000,1
"427",3,56840000,57020000,1
"428",3,57020000,57140000,1
"429",3,57140000,57270000,1
"430",3,57270000,57390000,1
"431",3,57390000,57540000,1
"432",3,57580000,57660000,1
"433",3,57660000,57740000,1
"434",3,57740000,57880000,1
"435",3,57880000,57990000,1
"436",3,57990000,58170000,1
"437",3,58170000,58300000,1
"438",3,58300000,58430000,1
"439",3,58430000,58540000,1
"440",3,58540000,58640000,1
"441",3,58640000,58790000,1
"442",3,58790000,58880000,1
"443",3,58880000,58950000,1
"444",3,58950000,59040000,1
"445",3,59040000,59170000,1
"446",3,59170000,59300000,1
"447",3,59300000,59470000,1
"448",3,59470000,59580000,1
"449",3,59580000,59720000,1
"450",3,59720000,59850000,1
"451",3,59850000,59960000,1
"452",3,59960000,60120000,1
"453",3,60120000,60250000,1
"454",3,60250000,60440000,1
"455",3,60440000,60550000,1
"456",3,60550000,60650000,1
"457",3,60650000,60720000,1
"458",3,60720000,60860000,1
"459",3,60860000,60920000,1
"460",3,60920000,61000000,1
"461",3,61000000,61070000,1
"462",3,61070000,61170000,1
"463",3,61170000,61330000,1
"464",3,61330000,61430000,1
"465",3,61430000,61540000,1
"466",3,61540000,61640000,1
"467",3,61640000,61720000,1
"468",3,61720000,61840000,1
"469",3,61840000,61960000,1
"470",3,61960000,62110000,1
"471",3,62110000,62180000,1
"472",3,62180000,62320000,1
"473",3,62330000,62580000,1
"474",3,62580000,62680000,1
"475",3,62680000,62800000,1
"476",3,62800000,62910000,1
"477",3,62910000,63050000,1
"478",3,63050000,63200000,1
"479",3,63200000,63330000,1
"480",3,63330000,63440000,1
"481",3,63440000,63580000,1
"482",3,63580000,63770000,1
"483",3,63810000,64010000,1
"484",3,64010000,64180000,1
"485",3,64180000,64330000,1
"486",3,64330000,64510000,1
"487",3,64510000,64670000,1
"488",3,64670000,64800000,1
"489",3,64800000,64910000,1
"490",3,64910000,65060000,1
"491",3,65060000,65150000,1
"492",3,65150000,65240000,1
"493",3,65240000,65320000,1
"494",3,65320000,65420000,1
"495",3,65420000,65530000,1
"496",3,65530000,65640000,1
"497",3,65640000,65720000,1
"498",3,65760000,65910000,1
"499",3,65910000,66020000,1
"500",3,66020000,66130000,1
"501",3,66130000,66180000,1
"502",3,66270000,66460000,1
"503",3,66460000,66560000,1
"504",3,66560000,66670000,1
"505",3,66670000,66870000,1
"506",3,66870000,67010000,1
"507",3,67010000,67140000,1
"508",3,67140000,67260000,1
"509",3,67260000,67430000,1
"510",3,67430000,67560000,1
"511",3,67560000,67710000,1
"512",3,67710000,67830000,1
"513",3,67830000,67950000,1
"514",3,67950000,68090000,1
"515",3,68090000,68230000,1
"516",3,68230000,68330000,1
"517",3,68330000,68450000,1
"518",3,68450000,68590000,1
"519",3,68590000,68680000,1
"520",3,68680000,68780000,1
"521",3,68780000,68920000,1
"522",3,68920000,69040000,1
"523",3,69040000,69170000,1
"524",3,69170000,69360000,1
"525",3,69360000,69510000,1
"526",3,69510000,69610000,1
"527",3,69610000,69700000,1
"528",3,69700000,69840000,1
"529",3,69840000,70000000,1
"530",3,70000000,70110000,1
"531",3,70110000,70220000,1
"532",3,70220000,70340000,1
"533",3,70340000,70430000,1
"534",3,70430000,70570000,1
"535",3,70570000,70740000,1
"536",3,70740000,70870000,1
"537",3,70870000,71030000,1
"538",3,71030000,71150000,1
"539",3,71150000,71310000,1
"540",3,71310000,71440000,1
"541",3,71440000,71630000,1
"542",3,71630000,71770000,1
"543",3,71770000,71930000,1
"544",3,71930000,72000000,1
"545",3,72000000,72110000,1
"546",3,72110000,72250000,1
"547",3,72250000,72310000,1
"548",3,72310000,72500000,1
"549",3,72510000,72870000,1
"550",3,72880000,73140000,1
"551",3,73140000,73270000,1
"552",3,73270000,73380000,1
"553",3,73380000,73550000,1
"554",3,73550000,73690000,1
"555",3,73690000,73800000,1
"556",3,73800000,73900000,1
"557",3,73900000,74020000,1
"558",3,74020000,74160000,1
"559",3,74160000,74300000,1
"560",3,74300000,74450000,1
"561",3,74450000,74610000,1
"562",3,74610000,74740000,1
"563",3,74740000,74860000,1
"564",3,74860000,74950000,1
"565",3,74950000,75030000,1
"566",3,75030000,75190000,1
"567",3,75190000,75240000,1
"568",3,75240000,75330000,1
"569",3,75330000,75490000,1
"570",3,75490000,75610000,1
"571",3,75610000,75750000,1
"572",3,75750000,75870000,1
"573",3,75870000,76020000,1
"574",3,76020000,76160000,1
"575",3,76160000,76310000,1
"576",3,76310000,76440000,1
"577",3,76440000,76620000,1
"578",3,76620000,76750000,1
"579",3,76750000,76880000,1
"580",3,76880000,77010000,1
"581",3,77010000,77090000,1
"582",3,77090000,77240000,1
"583",3,77240000,77350000,1
"584",3,77350000,77500000,1
"585",3,77500000,77610000,1
"586",3,77610000,77760000,1
"587",3,77760000,77860000,1
"588",3,77860000,77990000,1
"589",3,77990000,78090000,1
"590",3,78090000,78190000,1
"591",3,78190000,78260000,1
"592",3,78260000,78390000,1
"593",3,78390000,78540000,1
"594",3,78540000,78700000,1
"595",3,78700000,78770000,1
"596",3,78770000,78890000,1
"597",3,78890000,79070000,1
"598",3,79070000,79140000,1
"599",3,79140000,79260000,1
"600",3,79260000,79420000,1
"601",3,79420000,79560000,1
"602",3,79560000,79660000,1
"603",3,79660000,79780000,1
"604",3,79780000,79900000,1
"605",3,79900000,80050000,1
"606",3,80050000,80180000,1
"607",3,80180000,80310000,1
"608",3,80310000,80420000,1
"609",3,80420000,80560000,1
"610",3,80560000,80700000,1
"611",3,80700000,80830000,1
"612",3,80830000,80960000,1
"613",3,80960000,81100000,1
"614",3,81100000,81220000,1
"615",3,81220000,81340000,1
"616",3,81340000,81460000,1
"617",3,81460000,81540000,1
"618",3,81540000,81630000,1
"619",3,81630000,81730000,1
"620",3,81730000,81830000,1
"621",3,81830000,81950000,1
"622",3,81950000,82110000,1
"623",3,82110000,82260000,1
"624",3,82260000,82350000,1
"625",3,82350000,82470000,1
"626",3,82470000,82620000,1
"627",3,82620000,82770000,1
"628",3,82770000,82920000,1
"629",3,82920000,83080000,1
"630",3,83080000,83200000,1
"631",3,83200000,83310000,1
"632",3,83310000,83400000,1
"633",3,83400000,83580000,1
"634",3,83580000,83670000,1
"635",3,83670000,83750000,1
"636",3,83750000,83880000,1
"637",3,83880000,84010000,1
"638",3,84010000,84140000,1
"639",3,84140000,84290000,1
"640",3,84290000,84410000,1
"641",3,84410000,84580000,1
"642",3,84580000,84730000,1
"643",3,84730000,84840000,1
"644",3,84840000,84950000,1
"645",3,84950000,85020000,1
"646",3,85020000,85150000,1
"647",3,85150000,85260000,1
"648",3,85260000,85400000,1
"649",3,85400000,85540000,1
"650",3,85540000,85670000,1
"651",3,85670000,85770000,1
"652",3,85770000,85850000,1
"653",3,85850000,85980000,1
"654",3,85980000,86120000,1
"655",3,86120000,86230000,1
"656",3,86230000,86340000,1
"657",3,86340000,86460000,1
"658",3,86460000,86620000,1
"659",3,86620000,86710000,1
"660",3,86710000,86840000,1
"661",3,86840000,86990000,1
"662",3,86990000,87100000,1
"663",3,87100000,87200000,1
"664",3,87200000,87280000,1
"665",3,87280000,87340000,1
"666",3,87340000,87400000,1
"667",3,87400000,87570000,1
"668",3,87570000,87690000,1
"669",3,87690000,87820000,1
"670",3,87820000,87960000,1
"671",3,87960000,88050000,1
"672",3,88050000,88240000,1
"673",3,88240000,88370000,1
"674",3,88370000,88510000,1
"675",3,88510000,88650000,1
"676",3,88650000,88790000,1
"677",3,88790000,88900000,1
"678",3,88900000,89040000,1
"679",3,89040000,89180000,1
"680",3,89180000,89320000,1
"681",3,89320000,89430000,1
"682",3,89430000,89520000,1
"683",3,89520000,89660000,1
"684",3,89660000,89800000,1
"685",3,89800000,89900000,1
"686",3,89900000,89990000,1
"687",3,89990000,90140000,1
"688",3,90140000,90300000,1
"689",3,90300000,90390000,1
"690",3,93500000,93590000,1
"691",3,93590000,93700000,1
"692",3,93700000,93850000,1
"693",3,93850000,93950000,1
"694",3,93950000,94060000,1
"695",3,94060000,94190000,1
"696",3,94190000,94330000,1
"697",3,94330000,94480000,1
"698",3,94480000,94570000,1
"699",3,94570000,94680000,1
"700",3,94680000,94810000,1
"701",3,94810000,94940000,1
"702",3,94940000,95060000,1
"703",3,95060000,95190000,1
"704",3,95190000,95280000,1
"705",3,95280000,95360000,1
"706",3,95360000,95470000,1
"707",3,95470000,95600000,1
"708",3,95600000,95690000,1
"709",3,95690000,95830000,1
"710",3,95830000,95960000,1
"711",3,95960000,96050000,1
"712",3,96050000,96160000,1
"713",3,96160000,96310000,1
"714",3,96310000,96530000,1
"715",3,96530000,96580000,1
"716",3,96580000,96700000,1
"717",3,96700000,96810000,1
"718",3,96810000,96980000,1
"719",3,96980000,97090000,1
"720",3,97090000,97200000,1
"721",3,97200000,97360000,1
"722",3,97360000,97480000,1
"723",3,97480000,97530000,1
"724",3,97530000,97660000,1
"725",3,97660000,97750000,1
"726",3,97750000,97850000,1
"727",3,97850000,97990000,1
"728",3,97990000,98080000,1
"729",3,98080000,98240000,1
"730",3,98240000,98320000,1
"731",3,98320000,98530000,1
"732",3,98530000,98720000,1
"733",3,98720000,98800000,1
"734",3,98800000,98890000,1
"735",3,98890000,99040000,1
"736",3,99040000,99200000,1
"737",3,99200000,99310000,1
"738",3,99310000,99410000,1
"739",3,99410000,99540000,1
"740",3,99540000,99650000,1
"741",3,99650000,99770000,1
"742",3,99770000,99970000,1
"743",3,99970000,100120000,1
"744",3,100120000,100180000,1
"745",3,100180000,100320000,1
"746",3,100320000,100470000,1
"747",3,100470000,100550000,1
"748",3,100550000,100620000,1
"749",3,100620000,100720000,1
"750",3,100720000,100800000,1
"751",3,100800000,100910000,1
"752",3,100910000,101010000,1
"753",3,101010000,101100000,1
"754",3,101100000,101280000,1
"755",3,101280000,101400000,1
"756",3,101400000,101520000,1
"757",3,101520000,101680000,1
"758",3,101680000,101760000,1
"759",3,101760000,101820000,1
"760",3,101820000,101950000,1
"761",3,101950000,102090000,1
"762",3,102090000,102260000,1
"763",3,102260000,102390000,1
"764",3,102390000,102520000,1
"765",3,102520000,102670000,1
"766",3,102670000,102830000,1
"767",3,102830000,103010000,1
"768",3,103010000,103140000,1
"769",3,103140000,103230000,1
"770",3,103230000,103290000,1
"771",3,103290000,103470000,1
"772",3,103470000,103580000,1
"773",3,103580000,103700000,1
"774",3,103700000,103820000,1
"775",3,103820000,103990000,1
"776",3,103990000,104160000,1
"777",3,104160000,104290000,1
"778",3,104290000,104380000,1
"779",3,104380000,104490000,1
"780",3,104490000,104570000,1
"781",3,104570000,104670000,1
"782",3,104670000,104770000,1
"783",3,104770000,104840000,1
"784",3,104840000,104970000,1
"785",3,104970000,105090000,1
"786",3,105090000,105240000,1
"787",3,105240000,105380000,1
"788",3,105380000,105550000,1
"789",3,105550000,105710000,1
"790",3,105710000,105830000,1
"791",3,105830000,105930000,1
"792",3,105930000,106050000,1
"793",3,106050000,106160000,1
"794",3,106160000,106330000,1
"795",3,106330000,106450000,1
"796",3,106450000,106510000,1
"797",3,106510000,106640000,1
"798",3,106640000,106760000,1
"799",3,106760000,106920000,1
"800",3,106920000,106990000,1
"801",3,106990000,107140000,1
"802",3,107140000,107250000,1
"803",3,107250000,107360000,1
"804",3,107360000,107470000,1
"805",3,107470000,107580000,1
"806",3,107580000,107690000,1
"807",3,107690000,107810000,1
"808",3,107810000,107940000,1
"809",3,107940000,108120000,1
"810",3,108120000,108200000,1
"811",3,108200000,108320000,1
"812",3,108320000,108380000,1
"813",3,108380000,108530000,1
"814",3,108530000,108640000,1
"815",3,108640000,108730000,1
"816",3,108730000,108800000,1
"817",3,108800000,108950000,1
"818",3,108950000,109090000,1
"819",3,109090000,109250000,1
"820",3,109250000,109450000,1
"821",3,109450000,109560000,1
"822",3,109560000,109710000,1
"823",3,109710000,109850000,1
"824",3,109850000,110010000,1
"825",3,110010000,110160000,1
"826",3,110160000,110290000,1
"827",3,110290000,110430000,1
"828",3,110430000,110550000,1
"829",3,110550000,110680000,1
"830",3,110680000,110800000,1
"831",3,110800000,110940000,1
"832",3,110940000,111060000,1
"833",3,111060000,111170000,1
"834",3,111170000,111260000,1
"835",3,111260000,111380000,1
"836",3,111380000,111440000,1
"837",3,111440000,111580000,1
"838",3,111580000,111700000,1
"839",3,111700000,111880000,1
"840",3,111880000,112010000,1
"841",3,112010000,112230000,1
"842",3,112230000,112280000,1
"843",3,112280000,112380000,1
"844",3,112380000,112530000,1
"845",3,112530000,112710000,1
"846",3,112710000,112770000,1
"847",3,112770000,112880000,1
"848",3,112880000,113020000,1
"849",3,113020000,113180000,1
"850",3,113180000,113300000,1
"851",3,113300000,113450000,1
"852",3,113450000,113560000,1
"853",3,113560000,113640000,1
"854",3,113640000,113790000,1
"855",3,113790000,113870000,1
"856",3,113870000,114030000,1
"857",3,114030000,114150000,1
"858",3,114150000,114260000,1
"859",3,114260000,114360000,1
"860",3,114360000,114540000,1
"861",3,114540000,114660000,1
"862",3,114660000,114810000,1
"863",3,114810000,114940000,1
"864",3,114940000,115090000,1
"865",3,115090000,115210000,1
"866",3,115210000,115390000,1
"867",3,115390000,115540000,1
"868",3,115540000,115670000,1
"869",3,115670000,115850000,1
"870",3,115850000,116060000,1
"871",3,116060000,116170000,1
"872",3,116170000,116300000,1
"873",3,116300000,116490000,1
"874",3,116490000,116620000,1
"875",3,116620000,116720000,1
"876",3,116720000,116850000,1
"877",3,116850000,116970000,1
"878",3,116970000,117110000,1
"879",3,117110000,117250000,1
"880",3,117250000,117440000,1
"881",3,117440000,117560000,1
"882",3,117560000,117740000,1
"883",3,117740000,117910000,1
"884",3,117910000,117990000,1
"885",3,117990000,118060000,1
"886",3,118060000,118180000,1
"887",3,118180000,118290000,1
"888",3,118290000,118350000,1
"889",3,118350000,118520000,1
"890",3,118520000,118600000,1
"891",3,118600000,118770000,1
"892",3,118770000,118860000,1
"893",3,118860000,118930000,1
"894",3,118930000,118980000,1
"895",3,118980000,119090000,1
"896",3,119090000,119190000,1
"897",3,119190000,119400000,1
"898",3,119400000,119540000,1
"899",3,119540000,119660000,1
"900",3,119660000,119810000,1
"901",3,119810000,119960000,1
"902",3,119960000,120140000,1
"903",3,120140000,120280000,1
"904",3,120280000,120340000,1
"905",3,120340000,120510000,1
"906",3,120510000,120650000,1
"907",3,120650000,120800000,1
"908",3,120800000,120930000,1
"909",3,120930000,121100000,1
"910",3,121100000,121260000,1
"911",3,121260000,121440000,1
"912",3,121440000,121550000,1
"913",3,121550000,121710000,1
"914",3,121710000,121820000,1
"915",3,121820000,121980000,1
"916",3,121980000,122110000,1
"917",3,122110000,122290000,1
"918",3,122290000,122400000,1
"919",3,122400000,122510000,1
"920",3,122510000,122660000,1
"921",3,122660000,122780000,1
"922",3,122780000,122970000,1
"923",3,122970000,123030000,1
"924",3,123030000,123210000,1
"925",3,123210000,123300000,1
"926",3,123300000,123450000,1
"927",3,123450000,123590000,1
"928",3,123590000,123710000,1
"929",3,123710000,123830000,1
