"","Level_1.chr","Level_1.start","Level_1.end","Level_1.Level"
"255",3,33920000,34060000,1
"256",3,34060000,34190000,1
"257",3,34190000,34320000,1
"258",3,34320000,34430000,1
"259",3,34430000,34570000,1
"260",3,34570000,34710000,1
"261",3,34710000,34830000,1
"262",3,34830000,34960000,1
"263",3,34960000,35110000,1
"264",3,35110000,35240000,1
"265",3,35240000,35360000,1
"266",3,35360000,35490000,1
"267",3,35490000,35650000,1
"268",3,35650000,35770000,1
"269",3,35770000,35950000,1
"270",3,35950000,36010000,1
"271",3,36010000,36120000,1
"272",3,36120000,36190000,1
"273",3,36190000,36290000,1
"274",3,36290000,36410000,1
"275",3,36410000,36590000,1
"276",3,36590000,36750000,1
"277",3,36750000,36920000,1
"278",3,36920000,37040000,1
"279",3,37040000,37140000,1
"280",3,37140000,37210000,1
"281",3,37210000,37350000,1
"282",3,37350000,37460000,1
"283",3,37460000,37580000,1
"284",3,37580000,37730000,1
"285",3,37730000,37900000,1
"286",3,37900000,38040000,1
"287",3,38040000,38160000,1
"288",3,38170000,38530000,1
"289",3,38530000,38700000,1
"290",3,38700000,38890000,1
"291",3,38890000,39070000,1
"292",3,39070000,39230000,1
"293",3,39230000,39420000,1
"294",3,39420000,39550000,1
"295",3,39550000,39680000,1
"296",3,39680000,39830000,1
"297",3,39830000,39960000,1
"298",3,39960000,40080000,1
"299",3,40080000,40220000,1
"300",3,40220000,40360000,1
"301",3,40360000,40500000,1
"302",3,40500000,40570000,1
"303",3,40570000,40620000,1
"304",3,40620000,40760000,1
"305",3,40760000,40910000,1
"306",3,40910000,41020000,1
"307",3,41020000,41140000,1
"308",3,41140000,41240000,1
"309",3,41240000,41300000,1
"310",3,41300000,41460000,1
"311",3,41460000,41580000,1
"312",3,41580000,41720000,1
"313",3,41720000,41930000,1
"314",3,41930000,42140000,1
"315",3,42140000,42270000,1
"316",3,42280000,42590000,1
"317",3,42590000,42790000,1
"318",3,42790000,42930000,1
"319",3,42930000,43010000,1
"320",3,43010000,43200000,1
"321",3,43200000,43340000,1
"322",3,43340000,43460000,1
"323",3,43460000,43560000,1
"324",3,43600000,43660000,1
"325",3,43660000,43730000,1
"326",3,43730000,43810000,1
"327",3,43810000,43950000,1
"328",3,43950000,44040000,1
"329",3,44040000,44210000,1
"330",3,44210000,44360000,1
"331",3,44360000,44520000,1
"332",3,44520000,44570000,1
"333",3,44570000,44710000,1
"334",3,44710000,44820000,1
"335",3,44820000,44960000,1
"336",3,44960000,45080000,1
"337",3,45080000,45260000,1
"338",3,45260000,45430000,1
"339",3,45430000,45550000,1
"340",3,45550000,45700000,1
"341",3,45700000,45790000,1
"342",3,45790000,45980000,1
"343",3,45980000,46120000,1
"344",3,46120000,46250000,1
"345",3,46250000,46420000,1
"346",3,46420000,46520000,1
"347",3,46520000,46600000,1
"348",3,46600000,46740000,1
"349",3,46740000,46950000,1
"350",3,46950000,47060000,1
"351",3,47060000,47140000,1
"352",3,47140000,47210000,1
"353",3,47210000,47370000,1
"354",3,47370000,47560000,1
"355",3,47560000,47690000,1
"356",3,47690000,47830000,1
"357",3,47830000,47910000,1
"358",3,47910000,48040000,1
"359",3,48040000,48200000,1
"360",3,48230000,48310000,1
"361",3,48310000,48440000,1
"362",3,48480000,48590000,1
"363",3,48590000,48720000,1
"364",3,48720000,48810000,1
"365",3,48810000,48930000,1
"366",3,48930000,49060000,1
"367",3,49060000,49210000,1
"368",3,49210000,49370000,1
"369",3,49370000,49490000,1
"370",3,49490000,49570000,1
"371",3,49570000,49700000,1
"372",3,49700000,49760000,1
"373",3,49760000,49830000,1
"374",3,49830000,49980000,1
"375",3,49980000,50140000,1
"376",3,50140000,50260000,1
"377",3,50260000,50380000,1
"378",3,50380000,50590000,1
"379",3,50590000,50710000,1
"380",3,50710000,50840000,1
"381",3,50840000,50970000,1
"382",3,50970000,51120000,1
"383",3,51120000,51290000,1
"384",3,51290000,51420000,1
"385",3,51420000,51530000,1
"386",3,51530000,51710000,1
"387",3,51710000,51850000,1
"388",3,51850000,51970000,1
"389",3,51970000,52030000,1
"390",3,52030000,52190000,1
"391",3,52190000,52260000,1
"392",3,52260000,52440000,1
"393",3,52440000,52570000,1
"394",3,52570000,52740000,1
"395",3,52740000,52880000,1
"396",3,52880000,52970000,1
"397",3,52970000,53080000,1
"398",3,53080000,53140000,1
"399",3,53140000,53240000,1
"400",3,53240000,53400000,1
"401",3,53400000,53530000,1
"402",3,53530000,53670000,1
"403",3,53670000,53830000,1
"404",3,53830000,53960000,1
"405",3,53960000,54110000,1
"406",3,54110000,54260000,1
"407",3,54260000,54410000,1
"408",3,54410000,54560000,1
"409",3,54560000,54680000,1
"410",3,54680000,54860000,1
"411",3,54900000,55050000,1
"412",3,55050000,55210000,1
"413",3,55210000,55330000,1
"414",3,55330000,55520000,1
"415",3,55520000,55660000,1
"416",3,55660000,55770000,1
"417",3,55770000,55940000,1
"418",3,55940000,56070000,1
"419",3,56070000,56290000,1
"420",3,56290000,56360000,1
"421",3,56360000,56550000,1
"422",3,56550000,56730000,1
"423",3,56730000,56840000,1
"424",3,56840000,57030000,1
"425",3,57030000,57140000,1
"426",3,57140000,57200000,1
"427",3,57200000,57390000,1
"428",3,57390000,57540000,1
"429",3,57540000,57630000,1
"430",3,57630000,57820000,1
"431",3,57820000,57950000,1
"432",3,57950000,58160000,1
"433",3,58160000,58300000,1
"434",3,58300000,58410000,1
"435",3,58410000,58540000,1
"436",3,58540000,58620000,1
"437",3,58620000,58810000,1
"438",3,58810000,58970000,1
"439",3,58970000,59070000,1
"440",3,59070000,59140000,1
"441",3,59140000,59270000,1
"442",3,59270000,59410000,1
"443",3,59410000,59560000,1
"444",3,59560000,59710000,1
"445",3,59710000,59850000,1
"446",3,59850000,59990000,1
"447",3,59990000,60120000,1
"448",3,60120000,60250000,1
"449",3,60250000,60390000,1
"450",3,60390000,60540000,1
"451",3,60540000,60710000,1
"452",3,60710000,60830000,1
"453",3,60830000,60930000,1
"454",3,60930000,61070000,1
"455",3,61070000,61240000,1
"456",3,61240000,61360000,1
"457",3,61360000,61540000,1
"458",3,61540000,61690000,1
"459",3,61690000,61830000,1
"460",3,61830000,61970000,1
"461",3,61970000,62180000,1
"462",3,62180000,62320000,1
"463",3,62320000,62500000,1
"464",3,62500000,62650000,1
"465",3,62660000,62840000,1
"466",3,62840000,62980000,1
"467",3,62980000,63140000,1
"468",3,63140000,63250000,1
"469",3,63250000,63330000,1
"470",3,63330000,63470000,1
"471",3,63470000,63600000,1
"472",3,63600000,63810000,1
"473",3,63810000,64010000,1
"474",3,64010000,64150000,1
"475",3,64150000,64250000,1
"476",3,64250000,64380000,1
"477",3,64380000,64510000,1
"478",3,64510000,64670000,1
"479",3,64670000,64830000,1
"480",3,64830000,64950000,1
"481",3,64950000,65110000,1
"482",3,65110000,65230000,1
"483",3,65230000,65370000,1
"484",3,65370000,65470000,1
"485",3,65470000,65660000,1
"486",3,65660000,65760000,1
"487",3,65760000,65910000,1
"488",3,65910000,66030000,1
"489",3,66030000,66180000,1
"490",3,66270000,66460000,1
"491",3,66460000,66550000,1
"492",3,66550000,66680000,1
"493",3,66680000,66870000,1
"494",3,66870000,66990000,1
"495",3,66990000,67160000,1
"496",3,67160000,67300000,1
"497",3,67300000,67430000,1
"498",3,67430000,67580000,1
"499",3,67580000,67710000,1
"500",3,67710000,67850000,1
"501",3,67850000,68000000,1
"502",3,68000000,68110000,1
"503",3,68110000,68230000,1
"504",3,68230000,68350000,1
"505",3,68350000,68480000,1
"506",3,68480000,68600000,1
"507",3,68600000,68710000,1
"508",3,68710000,68860000,1
"509",3,68860000,69030000,1
"510",3,69030000,69170000,1
"511",3,69170000,69360000,1
"512",3,69360000,69480000,1
"513",3,69480000,69590000,1
"514",3,69590000,69710000,1
"515",3,69730000,69840000,1
"516",3,69840000,70000000,1
"517",3,70000000,70110000,1
"518",3,70110000,70250000,1
"519",3,70250000,70400000,1
"520",3,70400000,70540000,1
"521",3,70580000,70710000,1
"522",3,70710000,70840000,1
"523",3,70840000,71030000,1
"524",3,71030000,71150000,1
"525",3,71150000,71280000,1
"526",3,71280000,71440000,1
"527",3,71440000,71630000,1
"528",3,71630000,71740000,1
"529",3,71740000,71900000,1
"530",3,71900000,72010000,1
"531",3,72010000,72140000,1
"532",3,72140000,72310000,1
"533",3,72310000,72420000,1
"534",3,72420000,72500000,1
"535",3,72500000,72680000,1
"536",3,72680000,72870000,1
"537",3,72880000,73150000,1
"538",3,73150000,73270000,1
"539",3,73270000,73410000,1
"540",3,73410000,73550000,1
"541",3,73550000,73680000,1
"542",3,73680000,73830000,1
"543",3,73830000,73950000,1
"544",3,73950000,74070000,1
"545",3,74070000,74200000,1
"546",3,74200000,74310000,1
"547",3,74310000,74450000,1
"548",3,74450000,74560000,1
"549",3,74560000,74670000,1
"550",3,74670000,74800000,1
"551",3,74800000,74950000,1
"552",3,74950000,75080000,1
"553",3,75080000,75230000,1
"554",3,75230000,75310000,1
"555",3,75310000,75480000,1
"556",3,75480000,75640000,1
"557",3,75640000,75760000,1
"558",3,75760000,75860000,1
"559",3,75860000,76060000,1
"560",3,76060000,76180000,1
"561",3,76180000,76320000,1
"562",3,76320000,76460000,1
"563",3,76460000,76630000,1
"564",3,76630000,76760000,1
"565",3,76760000,76900000,1
"566",3,76900000,77090000,1
"567",3,77100000,77380000,1
"568",3,77380000,77530000,1
"569",3,77530000,77670000,1
"570",3,77670000,77770000,1
"571",3,77770000,77880000,1
"572",3,77880000,77990000,1
"573",3,77990000,78070000,1
"574",3,78070000,78210000,1
"575",3,78210000,78340000,1
"576",3,78340000,78500000,1
"577",3,78500000,78700000,1
"578",3,78700000,78820000,1
"579",3,78820000,78960000,1
"580",3,78960000,79080000,1
"581",3,79080000,79170000,1
"582",3,79170000,79310000,1
"583",3,79310000,79420000,1
"584",3,79420000,79570000,1
"585",3,79570000,79720000,1
"586",3,79720000,79850000,1
"587",3,79850000,79950000,1
"588",3,79950000,80090000,1
"589",3,80090000,80220000,1
"590",3,80220000,80330000,1
"591",3,80330000,80500000,1
"592",3,80500000,80610000,1
"593",3,80610000,80760000,1
"594",3,80760000,80890000,1
"595",3,80890000,81000000,1
"596",3,81000000,81150000,1
"597",3,81150000,81270000,1
"598",3,81270000,81420000,1
"599",3,81420000,81540000,1
"600",3,81540000,81700000,1
"601",3,81700000,81820000,1
"602",3,81820000,81950000,1
"603",3,81950000,82070000,1
"604",3,82070000,82190000,1
"605",3,82190000,82330000,1
"606",3,82330000,82440000,1
"607",3,82440000,82590000,1
"608",3,82590000,82730000,1
"609",3,82730000,82830000,1
"610",3,82830000,82950000,1
"611",3,82950000,83100000,1
"612",3,83100000,83220000,1
"613",3,83220000,83360000,1
"614",3,83360000,83580000,1
"615",3,83580000,83690000,1
"616",3,83690000,83840000,1
"617",3,83840000,83980000,1
"618",3,83980000,84120000,1
"619",3,84120000,84220000,1
"620",3,84220000,84340000,1
"621",3,84340000,84470000,1
"622",3,84470000,84570000,1
"623",3,84570000,84670000,1
"624",3,84670000,84790000,1
"625",3,84790000,84950000,1
"626",3,84950000,85010000,1
"627",3,85050000,85140000,1
"628",3,85140000,85300000,1
"629",3,85300000,85410000,1
"630",3,85410000,85560000,1
"631",3,85560000,85660000,1
"632",3,85660000,85850000,1
"633",3,85850000,85970000,1
"634",3,85970000,86090000,1
"635",3,86090000,86210000,1
"636",3,86210000,86310000,1
"637",3,86310000,86450000,1
"638",3,86450000,86610000,1
"639",3,86610000,86820000,1
"640",3,86820000,86970000,1
"641",3,86970000,87140000,1
"642",3,87140000,87220000,1
"643",3,87220000,87330000,1
"644",3,87330000,87410000,1
"645",3,87410000,87520000,1
"646",3,87520000,87620000,1
"647",3,87620000,87740000,1
"648",3,87740000,87850000,1
"649",3,87850000,88050000,1
"650",3,88050000,88240000,1
"651",3,88240000,88370000,1
"652",3,88370000,88510000,1
"653",3,88510000,88640000,1
"654",3,88640000,88750000,1
"655",3,88750000,88880000,1
"656",3,88880000,88990000,1
"657",3,88990000,89070000,1
"658",3,89070000,89160000,1
"659",3,89160000,89230000,1
"660",3,89230000,89290000,1
"661",3,89290000,89360000,1
"662",3,89360000,89510000,1
"663",3,89510000,89670000,1
"664",3,89670000,89810000,1
"665",3,89810000,89920000,1
"666",3,89920000,90060000,1
"667",3,90060000,90180000,1
"668",3,90180000,90310000,1
"669",3,90310000,90390000,1
"670",3,90390000,90450000,1
"671",3,93520000,93790000,1
"672",3,93790000,93950000,1
"673",3,93950000,94060000,1
"674",3,94060000,94180000,1
"675",3,94180000,94290000,1
"676",3,94290000,94400000,1
"677",3,94400000,94550000,1
"678",3,94550000,94700000,1
"679",3,94700000,94840000,1
"680",3,94840000,94960000,1
"681",3,94960000,95110000,1
"682",3,95110000,95260000,1
"683",3,95260000,95380000,1
"684",3,95380000,95540000,1
"685",3,95540000,95680000,1
"686",3,95680000,95820000,1
"687",3,95820000,95960000,1
"688",3,95960000,96090000,1
"689",3,96090000,96220000,1
"690",3,96220000,96340000,1
"691",3,96340000,96530000,1
"692",3,96530000,96580000,1
"693",3,96580000,96730000,1
"694",3,96730000,96840000,1
"695",3,96840000,96950000,1
"696",3,96950000,97010000,1
"697",3,97010000,97110000,1
"698",3,97110000,97190000,1
"699",3,97190000,97350000,1
"700",3,97350000,97480000,1
"701",3,97490000,97750000,1
"702",3,97750000,97820000,1
"703",3,97820000,97900000,1
"704",3,97900000,98050000,1
"705",3,98050000,98200000,1
"706",3,98200000,98320000,1
"707",3,98320000,98530000,1
"708",3,98530000,98720000,1
"709",3,98720000,98870000,1
"710",3,98870000,98970000,1
"711",3,98970000,99110000,1
"712",3,99110000,99210000,1
"713",3,99210000,99360000,1
"714",3,99360000,99520000,1
"715",3,99520000,99620000,1
"716",3,99620000,99770000,1
"717",3,99770000,99980000,1
"718",3,99980000,100120000,1
"719",3,100120000,100180000,1
"720",3,100180000,100320000,1
"721",3,100320000,100480000,1
"722",3,100480000,100620000,1
"723",3,100620000,100760000,1
"724",3,100760000,100920000,1
"725",3,100920000,101040000,1
"726",3,101040000,101190000,1
"727",3,101190000,101290000,1
"728",3,101290000,101390000,1
"729",3,101390000,101520000,1
"730",3,101520000,101660000,1
"731",3,101660000,101780000,1
"732",3,101780000,101950000,1
"733",3,101950000,102090000,1
"734",3,102090000,102270000,1
"735",3,102270000,102390000,1
"736",3,102390000,102520000,1
"737",3,102520000,102660000,1
"738",3,102660000,102800000,1
"739",3,102800000,102940000,1
"740",3,102940000,103060000,1
"741",3,103060000,103190000,1
"742",3,103190000,103360000,1
"743",3,103360000,103510000,1
"744",3,103510000,103640000,1
"745",3,103640000,103800000,1
"746",3,103800000,103900000,1
"747",3,103900000,104000000,1
"748",3,104000000,104140000,1
"749",3,104140000,104290000,1
"750",3,104290000,104400000,1
"751",3,104400000,104520000,1
"752",3,104520000,104690000,1
"753",3,104690000,104820000,1
"754",3,104820000,104970000,1
"755",3,104970000,105090000,1
"756",3,105090000,105250000,1
"757",3,105250000,105400000,1
"758",3,105400000,105590000,1
"759",3,105590000,105730000,1
"760",3,105730000,105850000,1
"761",3,105850000,105980000,1
"762",3,105980000,106100000,1
"763",3,106100000,106230000,1
"764",3,106230000,106330000,1
"765",3,106330000,106490000,1
"766",3,106490000,106580000,1
"767",3,106580000,106740000,1
"768",3,106740000,106920000,1
"769",3,106920000,107000000,1
"770",3,107000000,107140000,1
"771",3,107140000,107240000,1
"772",3,107240000,107380000,1
"773",3,107380000,107470000,1
"774",3,107470000,107570000,1
"775",3,107570000,107650000,1
"776",3,107650000,107810000,1
"777",3,107810000,107940000,1
"778",3,107940000,108130000,1
"779",3,108130000,108200000,1
"780",3,108200000,108280000,1
"781",3,108280000,108380000,1
"782",3,108390000,108470000,1
"783",3,108470000,108540000,1
"784",3,108540000,108630000,1
"785",3,108630000,108810000,1
"786",3,108810000,108960000,1
"787",3,108960000,109130000,1
"788",3,109130000,109250000,1
"789",3,109250000,109450000,1
"790",3,109450000,109570000,1
"791",3,109570000,109720000,1
"792",3,109720000,109860000,1
"793",3,109860000,109980000,1
"794",3,109980000,110030000,1
"795",3,110030000,110140000,1
"796",3,110140000,110300000,1
"797",3,110300000,110420000,1
"798",3,110420000,110570000,1
"799",3,110570000,110700000,1
"800",3,110700000,110790000,1
"801",3,110790000,110930000,1
"802",3,110930000,111060000,1
"803",3,111060000,111260000,1
"804",3,111260000,111440000,1
"805",3,111440000,111580000,1
"806",3,111580000,111700000,1
"807",3,111700000,111860000,1
"808",3,111860000,112010000,1
"809",3,112020000,112280000,1
"810",3,112280000,112360000,1
"811",3,112360000,112540000,1
"812",3,112540000,112710000,1
"813",3,112750000,112880000,1
"814",3,112880000,113030000,1
"815",3,113030000,113200000,1
"816",3,113200000,113350000,1
"817",3,113350000,113450000,1
"818",3,113450000,113560000,1
"819",3,113560000,113640000,1
"820",3,113640000,113780000,1
"821",3,113780000,113860000,1
"822",3,113860000,114030000,1
"823",3,114030000,114140000,1
"824",3,114140000,114220000,1
"825",3,114220000,114370000,1
"826",3,114370000,114490000,1
"827",3,114490000,114630000,1
"828",3,114630000,114760000,1
"829",3,114760000,114900000,1
"830",3,114900000,114990000,1
"831",3,114990000,115100000,1
"832",3,115100000,115230000,1
"833",3,115230000,115410000,1
"834",3,115410000,115550000,1
"835",3,115550000,115620000,1
"836",3,115620000,115690000,1
"837",3,115690000,115840000,1
"838",3,115840000,115970000,1
"839",3,115970000,116110000,1
"840",3,116110000,116250000,1
"841",3,116250000,116330000,1
"842",3,116330000,116480000,1
"843",3,116480000,116570000,1
"844",3,116570000,116730000,1
"845",3,116730000,116860000,1
"846",3,116860000,117010000,1
"847",3,117010000,117140000,1
"848",3,117140000,117250000,1
"849",3,117250000,117340000,1
"850",3,117340000,117440000,1
"851",3,117440000,117580000,1
"852",3,117580000,117720000,1
"853",3,117720000,117850000,1
"854",3,117850000,117950000,1
"855",3,117950000,118100000,1
"856",3,118100000,118210000,1
"857",3,118210000,118350000,1
"858",3,118350000,118510000,1
"859",3,118510000,118600000,1
"860",3,118600000,118750000,1
"861",3,118750000,118860000,1
"862",3,118860000,118980000,1
"863",3,118980000,119140000,1
"864",3,119140000,119220000,1
"865",3,119220000,119400000,1
"866",3,119400000,119550000,1
"867",3,119550000,119670000,1
"868",3,119670000,119810000,1
"869",3,119810000,119930000,1
"870",3,119930000,120140000,1
"871",3,120140000,120280000,1
"872",3,120280000,120400000,1
"873",3,120400000,120530000,1
"874",3,120530000,120690000,1
"875",3,120690000,120840000,1
"876",3,120840000,120970000,1
"877",3,120970000,121120000,1
"878",3,121120000,121270000,1
"879",3,121270000,121410000,1
"880",3,121410000,121550000,1
"881",3,121550000,121610000,1
"882",3,121610000,121710000,1
"883",3,121710000,121810000,1
"884",3,121810000,121980000,1
"885",3,121980000,122110000,1
"886",3,122110000,122280000,1
"887",3,122280000,122400000,1
"888",3,122400000,122520000,1
"889",3,122520000,122660000,1
"890",3,122660000,122750000,1
"891",3,122750000,122880000,1
"892",3,122880000,123000000,1
"893",3,123000000,123210000,1
"894",3,123210000,123300000,1
"895",3,123300000,123370000,1
"896",3,123370000,123470000,1
"897",3,123470000,123600000,1
"898",3,123600000,123710000,1
"899",3,123710000,123840000,1
"900",3,123840000,123970000,1
"901",3,123970000,124060000,1
"902",3,124060000,124200000,1
"903",3,124200000,124280000,1
"904",3,124280000,124450000,1
"905",3,124450000,124630000,1
"906",3,124630000,124710000,1
"907",3,124710000,124890000,1
"908",3,124890000,124980000,1
"909",3,124980000,125090000,1
"910",3,125090000,125160000,1
"911",3,125160000,125310000,1
"912",3,125310000,125400000,1
"913",3,125400000,125490000,1
"914",3,125490000,125640000,1
"915",3,125640000,125850000,1
"916",3,125850000,125980000,1
"917",3,125980000,126120000,1
"918",3,126120000,126190000,1
"919",3,126190000,126370000,1
"920",3,126370000,126470000,1
"921",3,126480000,126700000,1
"922",3,126700000,126840000,1
"923",3,126840000,126950000,1
"924",3,126950000,127030000,1
"925",3,127030000,127170000,1
"926",3,127170000,127280000,1
"927",3,127280000,127410000,1
"928",3,127410000,127540000,1
"929",3,127540000,127690000,1
